Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
B49..00,Primary Malignancy_Bladder,779,Malignant neoplasm of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B490.00,Primary Malignancy_Bladder,38862,Malignant neoplasm of trigone of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B491.00,Primary Malignancy_Bladder,44996,Malignant neoplasm of dome of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B492.00,Primary Malignancy_Bladder,35963,Malignant neoplasm of lateral wall of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B493.00,Primary Malignancy_Bladder,19162,Malignant neoplasm of anterior wall of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B494.00,Primary Malignancy_Bladder,42012,Malignant neoplasm of posterior wall of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B495.00,Primary Malignancy_Bladder,41571,Malignant neoplasm of bladder neck,Diagnosis of Primary Malignancy_Bladder,NA,NA
B496.00,Primary Malignancy_Bladder,28241,Malignant neoplasm of ureteric orifice,Diagnosis of Primary Malignancy_Bladder,NA,NA
B497.00,Primary Malignancy_Bladder,42023,Malignant neoplasm of urachus,Diagnosis of Primary Malignancy_Bladder,NA,NA
B498.00,Primary Malignancy_Bladder,105388,Local recurrence of malignant tumour of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B49y.00,Primary Malignancy_Bladder,36949,Malignant neoplasm of other site of urinary bladder,Diagnosis of Primary Malignancy_Bladder,NA,NA
B49y000,Primary Malignancy_Bladder,47801,"Malignant neoplasm, overlapping lesion of bladder",Diagnosis of Primary Malignancy_Bladder,NA,NA
B49z.00,Primary Malignancy_Bladder,31102,Malignant neoplasm of urinary bladder NOS,Diagnosis of Primary Malignancy_Bladder,NA,NA
B4A..00,Primary Malignancy_Other Organs,13559,Malig neop of kidney and other unspecified urinary organs,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B4A..11,Primary Malignancy_Kidney and Ureter,18712,Renal malignant neoplasm,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A0.00,Primary Malignancy_Kidney and Ureter,1599,Malignant neoplasm of kidney parenchyma,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A0000,Primary Malignancy_Kidney and Ureter,7978,Hypernephroma,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A1.00,Primary Malignancy_Kidney and Ureter,12389,Malignant neoplasm of renal pelvis,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A1000,Primary Malignancy_Kidney and Ureter,27540,Malignant neoplasm of renal calyces,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A1100,Primary Malignancy_Kidney and Ureter,101608,Malignant neoplasm of ureteropelvic junction,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A1z00,Primary Malignancy_Kidney and Ureter,54184,Malignant neoplasm of renal pelvis NOS,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A2.00,Primary Malignancy_Kidney and Ureter,15223,Malignant neoplasm of ureter,Diagnosis of Primary Malignancy_Kidney and Ureter,NA,NA
B4A3.00,Primary Malignancy_Other Organs,15644,Malignant neoplasm of urethra,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B4A4.00,Primary Malignancy_Other Organs,72174,Malignant neoplasm of paraurethral glands,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B4Ay.00,Primary Malignancy_Other Organs,44884,Malignant neoplasm of other urinary organs,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B4Ay000,Primary Malignancy_Other Organs,59286,Malignant neoplasm of overlapping lesion of urinary organs,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B4Az.00,Primary Malignancy_Other Organs,29462,Malignant neoplasm of kidney or urinary organs NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B5...00,Primary Malignancy_Other Organs,10995,Malignant neoplasm of other and unspecified sites,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B5...11,Primary Malignancy_Other Organs,8693,Carcinoma of other and unspecified sites,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B50..00,Primary Malignancy_Other Organs,20160,Malignant neoplasm of eye,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B500.00,Primary Malignancy_Other Organs,98813,"Malig neop eyeball excl conjunctiva, cornea, retina, choroid",Diagnosis of Primary Malignancy_Other Organs,NA,NA
B500000,Primary Malignancy_Other Organs,59041,Malignant neoplasm of ciliary body,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B500100,Primary Malignancy_Other Organs,59381,Malignant neoplasm of iris,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B500200,Primary Malignancy_Other Organs,106569,Malignant neoplasm of crystalline lens,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B500z00,Primary Malignancy_Other Organs,56718,Malignant neoplasm of eyeball NOS,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B501.00,Primary Malignancy_Other Organs,45667,Malignant neoplasm of orbit,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B501000,Primary Malignancy_Other Organs,86996,Malignant neoplasm of connective tissue of orbit,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B501z00,Primary Malignancy_Other Organs,63104,Malignant neoplasm of orbit NOS,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B502.00,Primary Malignancy_Other Organs,64817,Malignant neoplasm of lacrimal gland,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B503.00,Primary Malignancy_Other Organs,63657,Malignant neoplasm of conjunctiva,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B504.00,Primary Malignancy_Other Organs,73992,Malignant neoplasm of cornea,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B505.00,Primary Malignancy_Other Organs,28069,Malignant neoplasm of retina,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B506.00,Primary Malignancy_Other Organs,15991,Malignant neoplasm of choroid,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B507.00,Primary Malignancy_Other Organs,71584,Malignant neoplasm of lacrimal duct,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B507000,Primary Malignancy_Other Organs,101805,Malignant neoplasm of lacrimal sac,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B507100,Primary Malignancy_Other Organs,65357,Malignant neoplasm of nasolacrimal duct,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B508.00,Primary Malignancy_Other Organs,45922,"Malignant neoplasm, overlapping lesion of eye and adnexa",Diagnosis of Primary Malignancy_Other Organs,NA,NA
B50y.00,Primary Malignancy_Other Organs,40437,Malignant neoplasm of other specified site of eye,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B50z.00,Primary Malignancy_Other Organs,54956,Malignant neoplasm of eye NOS,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B51..00,"Primary Malignancy_Brain, Other CNS and Intracranial",18617,Malignant neoplasm of brain,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B51..11,"Primary Malignancy_Brain, Other CNS and Intracranial",10851,Cerebral tumour - malignant,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B510.00,"Primary Malignancy_Brain, Other CNS and Intracranial",15711,Malignant neoplasm cerebrum (excluding lobes and ventricles),"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B510000,"Primary Malignancy_Brain, Other CNS and Intracranial",48073,Malignant neoplasm of basal ganglia,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B510100,"Primary Malignancy_Brain, Other CNS and Intracranial",61399,Malignant neoplasm of cerebral cortex,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B510300,"Primary Malignancy_Brain, Other CNS and Intracranial",99913,Malignant neoplasm of globus pallidus,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B510400,"Primary Malignancy_Brain, Other CNS and Intracranial",70942,Malignant neoplasm of hypothalamus,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B510500,"Primary Malignancy_Brain, Other CNS and Intracranial",62126,Malignant neoplasm of thalamus,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B510z00,"Primary Malignancy_Brain, Other CNS and Intracranial",54133,Malignant neoplasm of cerebrum NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B511.00,"Primary Malignancy_Brain, Other CNS and Intracranial",42426,Malignant neoplasm of frontal lobe,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B512.00,"Primary Malignancy_Brain, Other CNS and Intracranial",46792,Malignant neoplasm of temporal lobe,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B512000,"Primary Malignancy_Brain, Other CNS and Intracranial",67236,Malignant neoplasm of hippocampus,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B512z00,"Primary Malignancy_Brain, Other CNS and Intracranial",47556,Malignant neoplasm of temporal lobe NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B513.00,"Primary Malignancy_Brain, Other CNS and Intracranial",19226,Malignant neoplasm of parietal lobe,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B514.00,"Primary Malignancy_Brain, Other CNS and Intracranial",39088,Malignant neoplasm of occipital lobe,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B515.00,"Primary Malignancy_Brain, Other CNS and Intracranial",52511,Malignant neoplasm of cerebral ventricles,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B515000,"Primary Malignancy_Brain, Other CNS and Intracranial",46789,Malignant neoplasm of choroid plexus,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B516.00,"Primary Malignancy_Brain, Other CNS and Intracranial",45154,Malignant neoplasm of cerebellum,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B517.00,"Primary Malignancy_Brain, Other CNS and Intracranial",44089,Malignant neoplasm of brain stem,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B517000,"Primary Malignancy_Brain, Other CNS and Intracranial",64557,Malignant neoplasm of cerebral peduncle,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B517100,"Primary Malignancy_Brain, Other CNS and Intracranial",49132,Malignant neoplasm of medulla oblongata,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B517200,"Primary Malignancy_Brain, Other CNS and Intracranial",93537,Malignant neoplasm of midbrain,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B517300,"Primary Malignancy_Brain, Other CNS and Intracranial",91240,Malignant neoplasm of pons,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B517z00,"Primary Malignancy_Brain, Other CNS and Intracranial",68641,Malignant neoplasm of brain stem NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B51y.00,"Primary Malignancy_Brain, Other CNS and Intracranial",71139,Malignant neoplasm of other parts of brain,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B51y000,"Primary Malignancy_Brain, Other CNS and Intracranial",59170,Malignant neoplasm of corpus callosum,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B51y200,"Primary Malignancy_Brain, Other CNS and Intracranial",65241,"Malignant neoplasm, overlapping lesion of brain","Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B51yz00,"Primary Malignancy_Brain, Other CNS and Intracranial",100733,Malignant neoplasm of other part of brain NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B51z.00,"Primary Malignancy_Brain, Other CNS and Intracranial",41520,Malignant neoplasm of brain NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B52..00,Primary Malignancy_Other Organs,65458,Malig neop of other and unspecified parts of nervous system,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B520.00,"Primary Malignancy_Brain, Other CNS and Intracranial",99621,Malignant neoplasm of cranial nerves,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B520000,"Primary Malignancy_Brain, Other CNS and Intracranial",64971,Malignant neoplasm of olfactory bulb,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B520100,"Primary Malignancy_Brain, Other CNS and Intracranial",70126,Malignant neoplasm of optic nerve,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B520200,"Primary Malignancy_Brain, Other CNS and Intracranial",65599,Malignant neoplasm of acoustic nerve,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B520z00,"Primary Malignancy_Brain, Other CNS and Intracranial",101086,Malignant neoplasm of cranial nerves NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B521.00,"Primary Malignancy_Brain, Other CNS and Intracranial",28919,Malignant neoplasm of cerebral meninges,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B521200,"Primary Malignancy_Brain, Other CNS and Intracranial",109473,Malignant neoplasm of cerebral pia mater,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B521z00,"Primary Malignancy_Brain, Other CNS and Intracranial",70104,Malignant neoplasm of cerebral meninges NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B522.00,"Primary Malignancy_Brain, Other CNS and Intracranial",51115,Malignant neoplasm of spinal cord,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B523.00,"Primary Malignancy_Brain, Other CNS and Intracranial",49714,Malignant neoplasm of spinal meninges,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B523z00,"Primary Malignancy_Brain, Other CNS and Intracranial",67211,Malignant neoplasm of spinal meninges NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B524.00,Primary Malignancy_Other Organs,24235,Malig neopl peripheral nerves and autonomic nervous system,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524000,Primary Malignancy_Other Organs,63568,"Malignant neoplasm of peripheral nerves of head, face & neck",Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524100,Primary Malignancy_Other Organs,61716,"Malignant neoplasm of peripheral nerve,upp limb,incl should",Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524200,Primary Malignancy_Other Organs,89258,"Malignant neoplasm of peripheral nerve of low limb, incl hip",Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524300,Primary Malignancy_Other Organs,63695,Malignant neoplasm of peripheral nerve of thorax,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524400,Primary Malignancy_Other Organs,86046,Malignant neoplasm of peripheral nerve of abdomen,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524500,Primary Malignancy_Other Organs,73988,Malignant neoplasm of peripheral nerve of pelvis,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524600,Primary Malignancy_Other Organs,50777,"Malignant neoplasm,overlap lesion periph nerve & auton ns",Diagnosis of Primary Malignancy_Other Organs,NA,NA
B524W00,Primary Malignancy_Other Organs,106654,"Mal neoplasm/periph nerves+autonomic nervous system,unspc",Diagnosis of Primary Malignancy_Other Organs,NA,NA
B525.00,"Primary Malignancy_Brain, Other CNS and Intracranial",9622,Malignant neoplasm of cauda equina,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B52W.00,"Primary Malignancy_Brain, Other CNS and Intracranial",53504,"Malig neopl, overlap lesion brain & other part of CNS","Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B52X.00,"Primary Malignancy_Brain, Other CNS and Intracranial",49875,"Malignant neoplasm of meninges, unspecified","Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B52y.00,Primary Malignancy_Other Organs,88144,Malignant neoplasm of other specified part of nervous system,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B52z.00,Primary Malignancy_Other Organs,56490,Malignant neoplasm of nervous system NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B53..00,Primary Malignancy_Thyroid,5637,Malignant neoplasm of thyroid gland,Diagnosis of Primary Malignancy_Thyroid,NA,NA
B540.00,Primary Malignancy_Other Organs,28148,Malignant neoplasm of adrenal gland,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B540.11,Primary Malignancy_Other Organs,18231,Phaeochromocytoma,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B540000,Primary Malignancy_Other Organs,61390,Malignant neoplasm of adrenal cortex,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B540100,Primary Malignancy_Other Organs,94220,Malignant neoplasm of adrenal medulla,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B540z00,Primary Malignancy_Other Organs,70824,Malignant neoplasm of adrenal gland NOS,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B541.00,Primary Malignancy_Other Organs,4218,Malignant neoplasm of parathyroid gland,Diagnosis of Primary Malignancy_Other Organs,NA,NA
B542.00,"Primary Malignancy_Brain, Other CNS and Intracranial",59823,Malignant neoplasm pituitary gland and craniopharyngeal duct,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B542000,"Primary Malignancy_Brain, Other CNS and Intracranial",8550,Malignant neoplasm of pituitary gland,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B542100,"Primary Malignancy_Brain, Other CNS and Intracranial",39899,Malignant neoplasm of craniopharyngeal duct,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B542z00,"Primary Malignancy_Brain, Other CNS and Intracranial",59718,Malig neop pituitary gland or craniopharyngeal duct NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B543.00,"Primary Malignancy_Brain, Other CNS and Intracranial",42460,Malignant neoplasm of pineal gland,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B544.00,"Primary Malignancy_Brain, Other CNS and Intracranial",57047,Malignant neoplasm of carotid body,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B545.00,"Primary Malignancy_Brain, Other CNS and Intracranial",50035,Malignant neoplasm of aortic body and other paraganglia,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B545000,"Primary Malignancy_Brain, Other CNS and Intracranial",51795,Malignant neoplasm of glomus jugulare,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B545100,"Primary Malignancy_Brain, Other CNS and Intracranial",47840,Malignant neoplasm of aortic body,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B545200,"Primary Malignancy_Brain, Other CNS and Intracranial",46905,Malignant neoplasm of coccygeal body,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B545z00,"Primary Malignancy_Brain, Other CNS and Intracranial",103995,Malignant neoplasm of aortic body or paraganglia NOS,"Diagnosis of Primary Malignancy_Brain, Other CNS and Intracranial",NA,NA
B54X.00,Primary Malignancy_Other Organs,87113,"Malignant neoplasm-pluriglandular involvement,unspecified",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B54y.00,Primary Malignancy_Other Organs,90659,Malignant neoplasm of other specified endocrine gland,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B54z.00,Primary Malignancy_Other Organs,64195,Malig neop of endocrine gland or related structure NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550.00,Primary Malignancy_Other Organs,68236,"Malignant neoplasm of head, neck and face",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550000,Primary Malignancy_Other Organs,55098,Malignant neoplasm of head NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550100,Primary Malignancy_Other Organs,41931,Malignant neoplasm of cheek NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550200,Primary Malignancy_Other Organs,12490,Malignant neoplasm of nose NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550300,Primary Malignancy_Other Organs,51818,Malignant neoplasm of jaw NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550400,Primary Malignancy_Other Organs,16280,Malignant neoplasm of neck NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550500,Primary Malignancy_Other Organs,73510,Malignant neoplasm of supraclavicular fossa NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B550z00,Primary Malignancy_Other Organs,58903,"Malignant neoplasm of head, neck and face NOS",Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B551.00,Primary Malignancy_Other Organs,47286,Malignant neoplasm of thorax,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B551000,Primary Malignancy_Other Organs,37618,Malignant neoplasm of axilla NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B551100,Primary Malignancy_Other Organs,23861,Malignant neoplasm of chest wall NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B551200,Primary Malignancy_Other Organs,97547,Malignant neoplasm of intrathoracic site NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B551z00,Primary Malignancy_Other Organs,64810,Malignant neoplasm of thorax NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B552.00,Primary Malignancy_Other Organs,15976,Malignant neoplasm of abdomen,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B553.00,Primary Malignancy_Other Organs,52316,Malignant neoplasm of pelvis,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B553000,Primary Malignancy_Other Organs,57854,Malignant neoplasm of inguinal region NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B553100,Primary Malignancy_Other Organs,89916,Malignant neoplasm of presacral region,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B553200,Primary Malignancy_Other Organs,107126,Malignant neoplasm of sacrococcygeal region,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B553z00,Primary Malignancy_Other Organs,55101,Malignant neoplasm of pelvis NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B554.00,Primary Malignancy_Other Organs,27449,Malignant neoplasm of upper limb NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B555.00,Primary Malignancy_Other Organs,31399,Malignant neoplasm of lower limb NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B55y.00,Primary Malignancy_Other Organs,42218,Malignant neoplasm of other specified sites,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B55y000,Primary Malignancy_Other Organs,68787,Malignant neoplasm of back NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B55y100,Primary Malignancy_Other Organs,67217,Malignant neoplasm of trunk NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B55y200,Primary Malignancy_Other Organs,94355,Malignant neoplasm of flank NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B55yz00,Primary Malignancy_Other Organs,60052,Malignant neoplasm of specified site NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B55z.00,Primary Malignancy_Other Organs,45267,Malignant neoplasm of other and ill defined site NOS,Possible Diagnosis of Primary Malignancy_Other Organs,NA,NA
B56..00,Secondary Malignancy_Lymph Nodes,9618,Secondary and unspecified malignant neoplasm of lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B56..11,Secondary Malignancy_Lymph Nodes,7830,Lymph node metastases,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560.00,Secondary Malignancy_Lymph Nodes,49214,Secondary and unspec malig neop lymph nodes head/face/neck,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560000,Secondary Malignancy_Lymph Nodes,64918,Secondary and unspec malig neop of superficial parotid LN,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560100,Secondary Malignancy_Lymph Nodes,66775,Secondary and unspec malignant neoplasm mastoid lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560200,Secondary Malignancy_Lymph Nodes,33395,Secondary and unspec malig neop superficial cervical LN,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560300,Secondary Malignancy_Lymph Nodes,65253,Secondary and unspec malignant neoplasm occipital lymph node,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560400,Secondary Malignancy_Lymph Nodes,92703,Secondary and unspec malig neop deep parotid lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560500,Secondary Malignancy_Lymph Nodes,39433,Secondary and unspec malig neop submandibular lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560600,Secondary Malignancy_Lymph Nodes,28059,Secondary and unspec malig neop of facial lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560700,Secondary Malignancy_Lymph Nodes,38343,Secondary and unspec malig neop submental lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560800,Secondary Malignancy_Lymph Nodes,44627,Secondary and unspec malig neop anterior cervical LN,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560900,Secondary Malignancy_Lymph Nodes,68611,Secondary and unspec malig neop deep cervical LN,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B560z00,Secondary Malignancy_Lymph Nodes,67129,Secondary unspec malig neop lymph nodes head/face/neck NOS,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561.00,Secondary Malignancy_Lymph Nodes,64116,Secondary and unspec malig neop intrathoracic lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561000,Secondary Malignancy_Lymph Nodes,37919,Secondary and unspec malig neop internal mammary lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561100,Secondary Malignancy_Lymph Nodes,105953,Secondary and unspec malig neop intercostal lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561200,Secondary Malignancy_Lymph Nodes,95378,Secondary and unspec malig neop diaphragmatic lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561300,Secondary Malignancy_Lymph Nodes,25366,Secondary and unspec malig neop ant mediastinal lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561400,Secondary Malignancy_Lymph Nodes,55463,Secondary and unspec malig neop post mediastinal lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561500,Secondary Malignancy_Lymph Nodes,58692,Secondary and unspec malig neop paratracheal lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561600,Secondary Malignancy_Lymph Nodes,67797,Secondary and unspec malig neop superfic tracheobronchial LN,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561700,Secondary Malignancy_Lymph Nodes,69392,Secondary and unspec malig neop inferior tracheobronchial LN,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561800,Secondary Malignancy_Lymph Nodes,62124,Secondary and unspec malig neop bronchopulmonary lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
B561900,Secondary Malignancy_Lymph Nodes,52190,Secondary and unspec malig neop pulmonary lymph nodes,Diagnosis of Secondary Malignancy_Lymph Nodes,NA,NA
