Condition,Prodcode,ProductName,Gemscriptcode
Painful conditions,26920,ETHOSUXIMIDE POW,2597007
Painful conditions,26924,ZARONTIN 300 MG CAP,4249007
Painful conditions,27113,Phenytoin sodium 100mg tablets (Teva UK Ltd),59290020
Painful conditions,27221,LAMICTAL NON-VALPROATE ADD-ON START PACK TAB 25 mg,6539007
Painful conditions,27454,Gabapentin 300mg capsules (Teva UK Ltd),66975020
Painful conditions,27541,PHENYTOIN,!5603703
Painful conditions,27760,Zonegran 25mg capsules (Eisai Ltd),89154020
Painful conditions,27881,PHENYTOIN,!5603201
Painful conditions,28345,Carbamazepine 100mg tablets (Teva UK Ltd),54680020
Painful conditions,28713,Neurontin 800mg tablets (Pfizer Ltd),81489020
Painful conditions,28945,Phenobarbital 30mg tablets (Teva UK Ltd),55508020
Painful conditions,29306,Phenobarbital 15mg tablets (Teva UK Ltd),55509020
Painful conditions,29619,Lamotrigine 25mg tablets (Actavis UK Ltd),70804020
Painful conditions,29620,Lamotrigine 100mg tablets (Actavis UK Ltd),70810020
Painful conditions,29806,CLOBAZAM 7.5 MG CAP,2839007
Painful conditions,30081,Sodium valproate CR 500mg Tablet (Hillcross Pharmaceuticals Ltd),66876020
Painful conditions,30392,Pentran 50mg Tablet (Berk Pharmaceuticals Ltd),57055020
Painful conditions,30509,Timonil retard 400mg Modified-release tablet (C P Pharmaceuticals Ltd),86374020
Painful conditions,30537,Phenobarbital sodium powder,87806020
Painful conditions,30763,Carbamazepine 100mg tablets (A A H Pharmaceuticals Ltd),48995020
Painful conditions,31634,PHENYTOIN SODIUM/ PHENOBARBITONE SODIUM TAB,4161007
Painful conditions,32200,Sultiame 200mg tablets,89492020
Painful conditions,32500,Clonazepam 250micrograms/5ml oral solution,91692020
Painful conditions,32783,Luminal 15mg Tablet (Sanofi-Synthelabo Ltd),54147020
Painful conditions,32900,Carbamazepine sr 200mg Tablet (IVAX Pharmaceuticals UK Ltd),63548020
Painful conditions,32920,Lamotrigine 25mg tablets (Mylan),70981020
Painful conditions,32931,Carbamazepine 400mg tablets (Teva UK Ltd),54682020
Painful conditions,32973,Gabitril 5mg tablets (Teva UK Ltd),55173020
Painful conditions,33058,Epival CR 500mg tablets (Chanelle Medical UK Ltd),86465020
Painful conditions,33106,Sodium valproate 200mg/5ml Oral solution (IVAX Pharmaceuticals UK Ltd),56309020
Painful conditions,33252,Primidone 62.5mg/5ml oral suspension,91878020
Painful conditions,33323,Phenobarbital 30mg tablets (Actavis UK Ltd),50255020
Painful conditions,33372,Phenobarbital 60mg tablets (Teva UK Ltd),55507020
Painful conditions,33828,Emeside 250mg/5ml syrup (Essential Pharma Ltd),90905020
Painful conditions,34120,Sodium valproate 200mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),52411020
Painful conditions,34144,Phenytoin sodium 100mg tablets (Actavis UK Ltd),59986020
Painful conditions,34150,Valproate sodium 200mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd),54482020
Painful conditions,34151,Valproate sodium 500mg Gastro-resistant tablet (IVAX Pharmaceuticals UK Ltd),54483020
Painful conditions,34178,Sodium valproate 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),52412020
Painful conditions,34275,Phenobarbital 15mg/5ml Oral solution (William Ransom),50263020
Painful conditions,34370,Carbamazepine 200mg modified-release tablets (A A H Pharmaceuticals Ltd),61899020
Painful conditions,34414,Sodium valproate 200mg Tablet (Sterwin Medicines),59953020
Painful conditions,34491,Clonazepam 2mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd),61749020
Painful conditions,34506,Gabapentin 100mg capsules (Teva UK Ltd),66972020
Painful conditions,34592,Phenytoin sodium 100mg tablets (A A H Pharmaceuticals Ltd),50278020
Painful conditions,34606,Gabapentin 100mg capsules (A A H Pharmaceuticals Ltd),67084020
Painful conditions,34626,Sodium valproate 200mg gastro-resistant tablets (Mylan),56315020
Painful conditions,34632,Sodium valproate 200mg gastro-resistant tablets (Teva UK Ltd),59990020
Painful conditions,34699,Phenytoin 90mg/5ml Oral suspension sugar free (Rosemont Pharmaceuticals Ltd),55654020
Painful conditions,34707,Sodium valproate 200mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),56310020
Painful conditions,34716,Gabapentin 300mg capsules (A A H Pharmaceuticals Ltd),67092020
Painful conditions,34883,Sodium valproate 200mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd),52413020
Painful conditions,34904,Carbamazepine 200mg tablets (A A H Pharmaceuticals Ltd),48996020
Painful conditions,34946,Gabapentin 600mg tablets (Teva UK Ltd),66983020
Painful conditions,34958,Carbamazepine 100mg Tablet (Berk Pharmaceuticals Ltd),48990020
Painful conditions,35024,Sodium valproate 300mg modified-release capsules,93459020
Painful conditions,35164,Phenobarbital 50mg/5ml oral suspension,88784020
Painful conditions,35471,Sodium valproate 150mg modified-release capsules,93457020
Painful conditions,35732,Lamotrigine 25mg dispersible tablets sugar free (Arrow Generics Ltd),71421020
Painful conditions,35747,Episenta 300mg modified-release capsules (Desitin Pharma Ltd),93467020
Painful conditions,35755,Sodium valproate 500mg modified-release granules sachets sugar free,93461020
Painful conditions,35835,Primidone 50mg/5ml oral suspension,92442020
Painful conditions,35987,Ospolot fc 50mg Tablet (IDIS World Medicines),89494020
Painful conditions,36318,Sodium valproate 1g modified-release granules sachets sugar free,93463020
Painful conditions,36327,Keppra 500mg/5ml concentrate for solution for infusion vials (UCB Pharma Ltd),90877020
Painful conditions,36633,Episenta 150mg modified-release capsules (Desitin Pharma Ltd),93465020
Painful conditions,36634,Episenta 1000mg modified-release granules sachets (Desitin Pharma Ltd),93471020
Painful conditions,37058,Carbamazepine 500mg/5ml oral suspension,94162020
Painful conditions,37306,Sodium valproate 200mg/5ml Oral solution (Sterwin Medicines),59954020
Painful conditions,37416,Rufinamide 200mg tablets,93952020
Painful conditions,37512,Inovelon 200mg tablets (Eisai Ltd),93958020
Painful conditions,37515,Rufinamide 100mg tablets,93950020
Painful conditions,37584,Episenta 500mg modified-release granules sachets (Desitin Pharma Ltd),93469020
Painful conditions,37611,Epival CR 300mg tablets (Chanelle Medical UK Ltd),86467020
Painful conditions,37633,Sultiame 50mg tablets,89490020
Painful conditions,37696,Clobazam 2.5mg capsules,91963020
Painful conditions,37800,Carbamazepine 200mg Modified-release tablet (Lagap),59346020
Painful conditions,37801,Pregabalin 225mg capsules,94315020
Painful conditions,37883,Primidone 100mg/5ml oral solution,94526020
Painful conditions,37895,Rufinamide 400mg tablets,93954020
Painful conditions,37970,Stiripentol 250mg oral powder sachets,94587020
Painful conditions,38293,Lyrica 225mg capsules (Pfizer Ltd),94317020
Painful conditions,38507,Epilim Chronosphere MR 100mg granules sachets (Sanofi),95360020
Painful conditions,38508,Epilim Chronosphere MR 250mg granules sachets (Sanofi),95362020
Painful conditions,38789,Lacosamide 50mg tablets,95757020
Painful conditions,38939,Epilim 200 gastro-resistant tablets (Sanofi),95813020
Painful conditions,38949,Epilim 500 gastro-resistant tablets (Sanofi),95815020
Painful conditions,39039,Sodium valproate 200mg modified-release tablets,96128020
Painful conditions,39126,Lacosamide 100mg tablets,95745020
Painful conditions,39259,Lacosamide 150mg tablets,95749020
Painful conditions,39276,Sodium valproate with valproic acid 250mg modified release granules,95191020
Painful conditions,39279,Epilim Chronosphere MR 500mg granules sachets (Sanofi),95364020
Painful conditions,39356,Vimpat 100mg tablets (UCB Pharma Ltd),95747020
Painful conditions,39385,Lacosamide 200mg tablets,95753020
Painful conditions,39427,Sodium valproate with valproic acid 750mg modified release granules,95195020
Painful conditions,39452,Sodium valproate with valproic acid 500mg modified release granules,95193020
Painful conditions,39506,Lamotrigine 50mg tablets (Actavis UK Ltd),70807020
Painful conditions,39550,Epilim Chronosphere MR 750mg granules sachets (Sanofi),95366020
Painful conditions,39615,Vimpat 50mg tablets (UCB Pharma Ltd),95759020
Painful conditions,39618,Phenobarbital 20mg/5ml oral solution,96618020
Painful conditions,39714,Lamotrigine 25mg tablets (Teva UK Ltd),71155020
Painful conditions,39715,Lamotrigine 100mg tablets (Teva UK Ltd),71163020
Painful conditions,39930,Epilim Chronosphere MR 50mg granules sachets (Sanofi),95358020
Painful conditions,39952,Vimpat 15mg/ml syrup (UCB Pharma Ltd),95743020
Painful conditions,40070,Sodium valproate 300mg/3ml solution for injection ampoules,92741020
Painful conditions,40291,Lacosamide 200mg/20ml solution for infusion vials,95737020
Painful conditions,40372,Lacosamide 15mg/ml oral solution sugar free,95741020
Painful conditions,40395,Sodium valproate 100mg tablets (Mylan),56314020
Painful conditions,40400,Sodium valproate 500mg Gastro-resistant tablet (C P Pharmaceuticals Ltd),55618020
Painful conditions,40403,Carbamazepine 400mg Modified-release tablet (Lagap),59347020
Painful conditions,40404,Carbamazepine 400mg modified-release tablets (A A H Pharmaceuticals Ltd),61900020
Painful conditions,40521,Inovelon 400mg tablets (Eisai Ltd),93960020
Painful conditions,40658,Vimpat 200mg tablets (UCB Pharma Ltd),95755020
Painful conditions,41137,Sodium valproate with valproic acid 100mg modified release granules,95189020
Painful conditions,41162,Vimpat 150mg tablets (UCB Pharma Ltd),95751020
Painful conditions,41186,Mesuximide 300mg Capsule,94777020
Painful conditions,41303,Clobazam 25mg/5ml oral solution,97315020
Painful conditions,41726,Carbamazepine 100mg Tablet (IVAX Pharmaceuticals UK Ltd),61212020
Painful conditions,41758,Eslicarbazepine 800mg tablets,97584020
Painful conditions,41973,Phenobarbital 15mg Tablet (Celltech Pharma Europe Ltd),50258020
Painful conditions,42038,Epilim Chronosphere MR 1000mg granules sachets (Sanofi),97038020
Painful conditions,42090,Sodium valproate 200mg/5ml oral solution sugar free (Zentiva),63440020
Painful conditions,42145,Zebinix 800mg tablets (Eisai Ltd),97588020
Painful conditions,42491,Stiripentol 250mg capsules,94583020
Painful conditions,43178,Sodium valproate with valproic acid 1000mg modified release granules,95197020
Painful conditions,43387,Sodium valproate with valproic acid 50mg modified release granules,95356020
Painful conditions,43417,Carbamazepine 400mg tablets (A A H Pharmaceuticals Ltd),48997020
Painful conditions,43451,Carbamazepine 400mg Modified-release tablet (Generics (UK) Ltd),62264020
Painful conditions,43648,Sodium valproate oral solution,95245020
Painful conditions,43742,Sodium valproate 1g/10ml solution for injection ampoules,94601020
Painful conditions,43836,Stiripentol 500mg capsules,94585020
Painful conditions,43919,Inovelon 100mg tablets (Eisai Ltd),93956020
Painful conditions,44022,Gabapentin 250mg/5ml oral suspension,98739020
Painful conditions,44187,Gabapentin 600mg tablets (A A H Pharmaceuticals Ltd),67099020
Painful conditions,44261,Gabapentin 250mg/5ml Oral solution (Boots Pharmaceuticals Ltd),72055020
Painful conditions,44400,Stiripentol 500mg oral powder sachets,94589020
Painful conditions,44472,Sodium valproate 100mg modified-release granules sachets sugar free,98809020
Painful conditions,44599,Primidone 50mg tablets,99035020
Painful conditions,44718,Sodium valproate 750mg modified-release granules sachets sugar free,98813020
Painful conditions,44719,Topiramate 25mg/5ml oral suspension,99170020
Painful conditions,44903,Sodium valproate 500mg gastro-resistant tablets (Zentiva),73096020
Painful conditions,45077,Clonazepam 500microgram/5ml Oral solution (Rosemont Pharmaceuticals Ltd),71487020
Painful conditions,45106,Sodium valproate 250mg modified-release granules sachets sugar free,98811020
Painful conditions,45344,Sodium valproate 200mg/5ml Oral solution (Hillcross Pharmaceuticals Ltd),64728020
Painful conditions,45370,Phenobarbital 75mg/5ml oral solution,98621020
Painful conditions,45419,Sodium valproate 50mg modified-release granules sachets sugar free,98807020
Painful conditions,45476,Mysoline 50mg tablets (SERB),99059020
Painful conditions,45572,Lamotrigine 50mg Suppository,99349020
Painful conditions,45903,Tegretol Prolonged Release 400mg tablets (Novartis Pharmaceuticals UK Ltd),99733020
Painful conditions,45941,Tegretol Prolonged Release 200mg tablets (Novartis Pharmaceuticals UK Ltd),99731020
Painful conditions,46319,Trobalt 50mg tablets (GlaxoSmithKline UK Ltd),99885020
Painful conditions,46320,Trobalt 100mg tablets (GlaxoSmithKline UK Ltd),99887020
Painful conditions,46380,Retigabine 100mg tablets,99877020
Painful conditions,46381,Retigabine 50mg tablets,99875020
Painful conditions,46572,Topiramate 50mg/5ml oral suspension,207021
Painful conditions,46622,Retigabine 200mg tablets,99879020
Painful conditions,46774,Sodium valproate 500mg gastro-resistant tablets (Teva UK Ltd),59989020
Painful conditions,46775,Lamotrigine 50mg tablets (Teva UK Ltd),71158020
Painful conditions,46787,Retigabine 50mg tablets and Retigabine 100mg tablets,99899020
Painful conditions,46788,Retigabine 300mg tablets,99881020
Painful conditions,46796,Clobazam 10mg/5ml oral solution,419021
Painful conditions,46850,Clobazam 5mg/5ml oral solution,421021
Painful conditions,46888,Carbamazepine 200mg Modified-release tablet (Generics (UK) Ltd),62263020
Painful conditions,46972,Carbamazepine 200mg Tablet (IVAX Pharmaceuticals UK Ltd),61213020
Painful conditions,47014,Phenytoin 90mg/5ml oral suspension,515021
Painful conditions,47032,Trobalt 200mg tablets (GlaxoSmithKline UK Ltd),99889020
Painful conditions,47066,Clonazepam 500micrograms/5ml oral solution,507021
Painful conditions,47143,Zonisamide 50mg/5ml oral suspension,553021
Painful conditions,47294,Carbamazepine sr 400mg Tablet (IVAX Pharmaceuticals UK Ltd),63552020
Painful conditions,47579,Gabapentin 100mg capsules (Sandoz Ltd),74481020
Painful conditions,47670,Phenytoin 100mg Capsule (Actavis UK Ltd),50275020
Painful conditions,47715,Trobalt 300mg tablets (GlaxoSmithKline UK Ltd),99891020
Painful conditions,47770,Retigabine 400mg tablets,99883020
Painful conditions,47812,Phenobarbital 60mg Tablet (Celltech Pharma Europe Ltd),50260020
Painful conditions,47817,Lamotrigine 50mg tablets (IVAX Pharmaceuticals UK Ltd),70875020
Painful conditions,47963,Lamotrigine 25mg tablets (Fannin UK Ltd),70915020
Painful conditions,48010,Clobazam 25mg/5ml oral suspension,97313020
Painful conditions,48035,Gabapentin 300mg capsules (Mylan),70798020
Painful conditions,48060,Gabapentin 300mg capsules (Sandoz Ltd),70817020
Painful conditions,48164,Lamotrigine 25mg dispersible tablets sugar free (A A H Pharmaceuticals Ltd),71050020
Painful conditions,48182,Lamotrigine 25mg tablets (Arrow Generics Ltd),71403020
Painful conditions,48253,Lyrica 150mg capsules (Lexon (UK) Ltd),10912020
Painful conditions,48397,Tegretol Prolonged Release 200mg tablets (DE Pharmaceuticals),4714020
Painful conditions,48544,Clonazepam 500micrograms/5ml oral solution sugar free,40422020
Painful conditions,49084,Lacosamide 10mg/ml oral solution sugar free,38943020
Painful conditions,49532,Lamotrigine 25mg tablets (Accord Healthcare Ltd),39821020
Painful conditions,49789,Phenytoin sodium 50mg capsules (Flynn Pharma Ltd),44398020
Painful conditions,49833,Tegretol 200mg tablets (Lexon (UK) Ltd),4698020
Painful conditions,49923,Epilim Chrono 200 tablets (Lexon (UK) Ltd),4813020
Painful conditions,50108,Clonazepam 2mg/5ml oral solution sugar free,40180020
Painful conditions,50110,Keppra 250mg tablets (Mawdsley-Brooks & Company Ltd),5152020
Painful conditions,50147,Phenytoin sodium 100mg capsules (Flynn Pharma Ltd),44399020
Painful conditions,50148,Phenytoin sodium 25mg capsules (Flynn Pharma Ltd),44397020
Painful conditions,50159,Phenytoin sodium 300mg capsules (Flynn Pharma Ltd),44396020
Painful conditions,50235,Lamotrigine 25mg tablets (A A H Pharmaceuticals Ltd),71034020
Painful conditions,50285,Perampanel 2mg tablets,45070020
Painful conditions,50389,Clobazam 4mg/5ml oral solution,19425020
Painful conditions,50442,Phenobarbital sodium 50mg/5ml oral solution,31285020
Painful conditions,50696,Primidone 250mg/5ml oral suspension (Drug Tariff Special Order),9788020
Painful conditions,51108,Levetiracetam 500mg tablets (Accord Healthcare Ltd),39824020
Painful conditions,51118,Gabapentin 300mg capsules (Ranbaxy (UK) Ltd),4972020
Painful conditions,51227,Pregabalin 20mg/ml oral solution sugar free,41880020
Painful conditions,51309,Lamictal 25mg tablets (DE Pharmaceuticals),4887020
Painful conditions,51326,Phenobarbital 50mg/5ml oral solution,20979020
Painful conditions,51416,Rufinamide 40mg/ml oral suspension sugar free,41280020
Painful conditions,51425,Clobazam 2.5mg/5ml oral solution,19407020
Painful conditions,51501,Lamictal 25mg tablets (Lexon (UK) Ltd),4891020
Painful conditions,51583,Primidone 100mg/5ml oral suspension,36324020
Painful conditions,51751,Sodium valproate 200mg gastro-resistant tablets (Wockhardt UK Ltd),78712020
Painful conditions,51756,Keppra 100mg/ml oral solution (Lexon (UK) Ltd),19080020
Painful conditions,51760,Tegretol 400mg tablets (Lexon (UK) Ltd),4705020
Painful conditions,51839,Topamax 25mg sprinkle capsules (Mawdsley-Brooks & Company Ltd),5085020
Painful conditions,51924,Lyrica 20mg/ml oral solution (Pfizer Ltd),41881020
Painful conditions,52007,Keppra 500mg tablets (Sigma Pharmaceuticals Plc),5141020
Painful conditions,52052,Clobazam 4mg/5ml oral suspension,19427020
Painful conditions,52056,Clobazam 2.5mg/5ml oral suspension,19409020
Painful conditions,52093,Clobazam 100mg/5ml oral suspension,30413020
Painful conditions,52473,Vimpat 10mg/ml syrup (UCB Pharma Ltd),41216020
Painful conditions,52547,Lyrica 50mg capsules (Waymade Healthcare Plc),10932020
Painful conditions,52623,Keppra 250mg tablets (Sigma Pharmaceuticals Plc),5151020
Painful conditions,52680,Clobazam 7.5mg/5ml oral solution,30439020
Painful conditions,52751,Topiramate 5mg/5ml oral solution,34696020
Painful conditions,52840,Tegretol Prolonged Release 400mg tablets (Necessity Supplies Ltd),4733020
Painful conditions,53016,Keppra 100mg/ml oral solution (Sigma Pharmaceuticals Plc),19079020
Painful conditions,53066,Felbamate 600mg tablets,9860020
Painful conditions,53082,Perampanel 4mg tablets,45072020
Painful conditions,53172,Primidone 50mg capsules,91742020
Painful conditions,53188,Carbamazepine 500mg/5ml Oral suspension (Martindale Pharmaceuticals Ltd),74729020
Painful conditions,53195,Epilim Chrono 200 tablets (DE Pharmaceuticals),4815020
Painful conditions,53197,Sodium valproate 300mg modified-release tablets (Sigma Pharmaceuticals Plc),4819020
Painful conditions,53211,Valproic acid 500mg/5ml oral solution,36907020
Painful conditions,53296,Gabapentin 300mg capsules (Actavis UK Ltd),75089020
Painful conditions,53307,Levetiracetam 100mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd),78154020
Painful conditions,53311,Clonazepam 500microgram tablets (Phoenix Healthcare Distribution Ltd),4751020
Painful conditions,53343,Keppra 1g tablets (Lexon (UK) Ltd),5131020
Painful conditions,53476,Keppra 250mg tablets (Waymade Healthcare Plc),5149020
Painful conditions,53492,Tegretol Prolonged Release 200mg tablets (Sigma Pharmaceuticals Plc),4715020
Painful conditions,53501,Epilim Chrono 500 tablets (Lexon (UK) Ltd),4827020
Painful conditions,53524,Epilim Chrono 300 tablets (DE Pharmaceuticals),4822020
Painful conditions,53739,Clonazepam 2mg tablets (Sigma Pharmaceuticals Plc),4756020
Painful conditions,53749,Phenytoin sodium 100mg capsules (A A H Pharmaceuticals Ltd),45177020
Painful conditions,53750,Phenytoin sodium 50mg capsules (A A H Pharmaceuticals Ltd),45175020
Painful conditions,53779,Topiramate 25mg capsules (Sandoz Ltd),42196020
Painful conditions,53780,Topiramate 25mg tablets (Sandoz Ltd),42194020
Painful conditions,53784,Gabapentin 300mg/5ml oral solution,19972020
Painful conditions,53846,Phenytoin sodium 300mg capsules (A A H Pharmaceuticals Ltd),45171020
Painful conditions,53893,Tegretol Prolonged Release 400mg tablets (Stephar (U.K.) Ltd),4730020
Painful conditions,54146,Fycompa 2mg tablets (Eisai Ltd),45071020
Painful conditions,54190,Trobalt 400mg tablets (GlaxoSmithKline UK Ltd),99893020
Painful conditions,54194,Perampanel 6mg tablets,45074020
Painful conditions,54195,Perampanel 8mg tablets,45076020
Painful conditions,54245,Topiramate 25mg capsules (A A H Pharmaceuticals Ltd),77006020
Painful conditions,54276,Lamotrigine 5mg dispersible tablets sugar free (Actavis UK Ltd),74431020
Painful conditions,54445,Carbamazepine 400mg tablets (Sigma Pharmaceuticals Plc),4704020
Painful conditions,54500,Levetiracetam 250mg granules sachets sugar free,47008020
Painful conditions,54571,Levetiracetam 1g granules sachets sugar free,47006020
Painful conditions,54594,Perampanel 10mg tablets,45066020
Painful conditions,54595,Perampanel 12mg tablets,45068020
Painful conditions,54609,Gabapentin 50mg/ml oral solution sugar free,46732020
Painful conditions,54631,Levetiracetam 500mg tablets (Teva UK Ltd),78241020
Painful conditions,54632,Levetiracetam 250mg tablets (Teva UK Ltd),78238020
Painful conditions,54739,Levetiracetam 500mg tablets (Alliance Healthcare (Distribution) Ltd),5145020
Painful conditions,54759,Clobazam 5mg/5ml oral suspension sugar free,47020020
Painful conditions,54828,Sodium valproate 600mg/5ml oral solution,34510020
Painful conditions,54872,Fycompa 4mg tablets (Eisai Ltd),45073020
Painful conditions,54873,Zonisamide 50mg/5ml oral solution,37703020
Painful conditions,54905,Fycompa 8mg tablets (Eisai Ltd),45077020
Painful conditions,54934,Tapclob 5mg/5ml oral suspension (Martindale Pharmaceuticals Ltd),47021020
Painful conditions,54984,Phenytoin 300mg/5ml oral solution,36498020
Painful conditions,55006,Sodium valproate 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd),4823020
Painful conditions,55019,Phenobarbital 250mg/5ml oral suspension,31133020
Painful conditions,55253,Levetiracetam 500mg granules sachets sugar free,47010020
Painful conditions,55481,Clobazam 10mg/5ml oral suspension sugar free,47018020
Painful conditions,55502,Phenobarbital 75mg/5ml oral suspension,98623020
Painful conditions,55535,Gabapentin 300mg capsules (Almus Pharmaceuticals Ltd),78466020
Painful conditions,55624,Gabapentin 300mg capsules (Bristol Laboratories Ltd),43847020
Painful conditions,55644,Lamotrigine 25mg tablets (Bristol Laboratories Ltd),4890020
Painful conditions,55649,Topiramate 15mg capsules (A A H Pharmaceuticals Ltd),77003020
Painful conditions,55796,Phenobarbital sodium 15mg/5ml oral solution,31253020
Painful conditions,55904,Carbamazepine 100mg tablets (Mylan),60261020
Painful conditions,55972,Pregabalin 150mg/5ml oral solution,35980020
Painful conditions,56076,Sodium valproate 500mg/5ml oral suspension,39721020
Painful conditions,56136,Epilim Chrono 300 tablets (Waymade Healthcare Plc),4817020
Painful conditions,56326,Desitrend 500mg granules sachets (Desitin Pharma Ltd),47011020
Painful conditions,56504,Lamotrigine 25mg dispersible tablets sugar free (Tillomed Laboratories Ltd),4913020
Painful conditions,56734,Carbamazepine 100mg tablets (Phoenix Healthcare Distribution Ltd),4694020
Painful conditions,56755,Levetiracetam 250mg/5ml oral suspension,32593020
Painful conditions,56781,Tapclob 10mg/5ml oral suspension (Martindale Pharmaceuticals Ltd),47019020
Painful conditions,56786,Phenytoin sodium 100mg tablets (Milpharm Ltd),43845020
Painful conditions,56880,Phenobarbital 30mg tablets (Kent Pharmaceuticals Ltd),4767020
Painful conditions,57120,Gabapentin 100mg capsules (Mylan),70795020
Painful conditions,57247,Phenobarbital 100mg/5ml oral suspension,31688020
Painful conditions,57349,Fycompa 6mg tablets (Eisai Ltd),45075020
Painful conditions,57510,Frisium 10mg tablets (Waymade Healthcare Plc),3246020
Painful conditions,57527,Neurontin 300mg capsules (Dowelhurst Ltd),4967020
Painful conditions,57643,Zonisamide 50mg/5ml oral suspension,37705020
Painful conditions,57649,Gabapentin 300mg capsules (Arrow Generics Ltd),4971020
Painful conditions,57664,Clonazepam 250micrograms/5ml oral suspension,19483020
Painful conditions,57670,Topiramate 50mg capsules (Sandoz Ltd),42149020
Painful conditions,57722,Phenobarbital 25mg/5ml oral solution,31326020
Painful conditions,57726,Tegretol Prolonged Release 200mg tablets (Mawdsley-Brooks & Company Ltd),4718020
Painful conditions,57863,Lamotrigine 50mg tablets (Alliance Healthcare (Distribution) Ltd),4849020
Painful conditions,57874,Topiramate 12.5mg/5ml oral suspension,34589020
Painful conditions,57898,Carbamazepine 100mg/5ml oral suspension,31830020
Painful conditions,58019,Topiramate 25mg tablets (Teva UK Ltd),76848020
Painful conditions,58137,Topiramate 100mg/5ml oral solution,34672020
Painful conditions,58162,Gabapentin 600mg/5ml oral solution,35048020
Painful conditions,58179,Levetiracetam 250mg/5ml oral solution,32591020
Painful conditions,58382,Gabapentin 100mg capsules (Actavis UK Ltd),75086020
Painful conditions,58383,Gabapentin 400mg capsules (Almus Pharmaceuticals Ltd),4993020
Painful conditions,58460,Clonazepam 312.5micrograms/5ml oral suspension,30223020
Painful conditions,58472,Gabapentin 300mg/5ml oral suspension,19976020
Painful conditions,58482,Clonazepam 500microgram tablets (A A H Pharmaceuticals Ltd),75380020
Painful conditions,58515,Tegretol 100mg/5ml liquid (Lexon (UK) Ltd),4738020
Painful conditions,58527,Desitrend 1000mg granules sachets (Desitin Pharma Ltd),47007020
Painful conditions,58532,Phenobarbital 34mg/5ml oral suspension,31149020
Painful conditions,58539,Phenytoin 90mg/5ml oral solution,35240020
Painful conditions,58706,Levetiracetam 250mg tablets (Zentiva),42199020
Painful conditions,58846,Phenobarbital 30mg tablets (Almus Pharmaceuticals Ltd),4771020
Painful conditions,58891,Phenobarbital 60mg tablets (A A H Pharmaceuticals Ltd),55758020
Painful conditions,58905,Phenobarbital 15mg/5ml elixir (Alliance Healthcare (Distribution) Ltd),4779020
Painful conditions,58960,Gabapentin 100mg capsules (Zentiva),71825020
Painful conditions,59013,Phenobarbital 60mg/5ml oral solution,31189020
Painful conditions,59038,Carbamazepine 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),4741020
Painful conditions,59047,Mysoline 250mg tablets (DE Pharmaceuticals),4803020
Painful conditions,59051,Topiramate 50mg tablets (Accord Healthcare Ltd),5027020
Painful conditions,59058,Topiramate 20mg/5ml oral suspension,34690020
Painful conditions,59065,Phenobarbital 15mg/5ml elixir (Thornton & Ross Ltd),53307020
Painful conditions,59082,Phenytoin sodium 100mg capsules (Alliance Healthcare (Distribution) Ltd),45176020
Painful conditions,59088,Primidone 250mg tablets (SERB),17794021
Painful conditions,59120,Lamotrigine 100mg tablets (A A H Pharmaceuticals Ltd),71040020
Painful conditions,59125,Lamotrigine 100mg tablets (Alliance Healthcare (Distribution) Ltd),4866020
Painful conditions,59128,Levetiracetam 250mg tablets (Accord Healthcare Ltd),39825020
Painful conditions,59136,Phenobarbital 30mg tablets (Bristol Laboratories Ltd),43843020
Painful conditions,59144,Vigabatrin 500mg/5ml oral solution,33693020
Painful conditions,59147,Gabapentin 600mg tablets (Zentiva),76489020
Painful conditions,59196,Gabapentin 400mg/5ml oral solution,35294020
Painful conditions,59211,Carbamazepine 200mg tablets (Alliance Healthcare (Distribution) Ltd),4696020
Painful conditions,59232,Phenobarbital 15mg/5ml elixir (A A H Pharmaceuticals Ltd),4778020
Painful conditions,59241,Lamotrigine 100mg dispersible tablets sugar free (Teva UK Ltd),71175020
Painful conditions,59242,Lamotrigine 25mg dispersible tablets sugar free (Teva UK Ltd),71172020
Painful conditions,59273,Lamotrigine 50mg tablets (A A H Pharmaceuticals Ltd),71037020
Painful conditions,59293,Phenytoin sodium 300mg capsules (Alliance Healthcare (Distribution) Ltd),45170020
Painful conditions,59318,Lamotrigine 25mg tablets (Alliance Healthcare (Distribution) Ltd),4882020
Painful conditions,59377,Phenytoin sodium 100mg capsules (Actavis UK Ltd),20738021
Painful conditions,59378,Phenytoin sodium 100mg tablets (Wockhardt UK Ltd),76010020
Painful conditions,59389,Primidone 250mg tablets (A A H Pharmaceuticals Ltd),20209021
Painful conditions,59396,Clonazepam 500microgram tablets (Almus Pharmaceuticals Ltd),4752020
Painful conditions,59413,Primidone 50mg tablets (SERB),17818021
Painful conditions,59428,Carbamazepine 100mg tablets (Almus Pharmaceuticals Ltd),38907020
