Condition,OPCS4code,OPCS4codeDescr
Intervertebral disc disorders,V348,Other specified revisional excision of lumbar intervertebral disc
Intervertebral disc disorders,V349,Unspecified revisional excision of lumbar intervertebral disc
Intervertebral disc disorders,V35,Excision of unspecified intervertebral disc
Intervertebral disc disorders,V351,Primary excision of intervertebral disc NEC
Intervertebral disc disorders,V352,Revisional excision of intervertebral disc NEC
Intervertebral disc disorders,V358,Other specified excision of unspecified intervertebral disc
Intervertebral disc disorders,V359,Unspecified excision of unspecified intervertebral disc
Intervertebral disc disorders,V36,Prosthetic replacement of intervertebral disc
Intervertebral disc disorders,V361,Prosthetic replacement of cervical intervertebral disc
Intervertebral disc disorders,V362,Prosthetic replacement of thoracic intervertebral disc
Intervertebral disc disorders,V363,Prosthetic replacement of lumbar intervertebral disc
Intervertebral disc disorders,V368,Other specified prosthetic replacement of intervertebral disc
Intervertebral disc disorders,V369,Unspecified prosthetic replacement of intervertebral disc
Intervertebral disc disorders,V51,Other primary excision of lumbar intervertebral disc
Intervertebral disc disorders,V511,Primary direct lateral excision of lumbar intervertebral disc and interbody fusion of joint of lumbar spine
Intervertebral disc disorders,V518,Other specified other primary excision of lumbar intervertebral disc
Intervertebral disc disorders,V519,Unspecified other primary excision of lumbar intervertebral disc
Intervertebral disc disorders,V52,Other operations on intervertebral disc
Intervertebral disc disorders,V521,Enzyme destruction of intervertebral disc
Intervertebral disc disorders,V522,Destruction of intervertebral disc NEC
Intervertebral disc disorders,V523,Discography of intervertebral disc
Intervertebral disc disorders,V524,Biopsy of lesion of intervertebral disc NEC
Intervertebral disc disorders,V525,Aspiration of intervertebral disc NEC
Intervertebral disc disorders,V528,Other specified other operations on intervertebral disc
Intervertebral disc disorders,V529,Unspecified other operations on intervertebral disc
Intervertebral disc disorders,V58,Primary automated percutaneous mechanical excision of intervertebral disc
Intervertebral disc disorders,V581,Primary automated percutaneous mechanical excision of cervical intervertebral disc
Intervertebral disc disorders,V582,Primary automated percutaneous mechanical excision of thoracic intervertebral disc
Intervertebral disc disorders,V583,Primary automated percutaneous mechanical excision of lumbar intervertebral disc
Intervertebral disc disorders,V588,Other specified primary automated percutaneous mechanical excision of intervertebral disc
Intervertebral disc disorders,V589,Unspecified primary automated percutaneous mechanical excision of intervertebral disc
Intervertebral disc disorders,V59,Revisional automated percutaneous mechanical excision of intervertebral disc
Intervertebral disc disorders,V591,Revisional automated percutaneous mechanical excision of cervical intervertebral disc
Intervertebral disc disorders,V592,Revisional automated percutaneous mechanical excision of thoracic intervertebral disc
Intervertebral disc disorders,V593,Revisional automated percutaneous mechanical excision of lumbar intervertebral disc
Intervertebral disc disorders,V598,Other specified revisional automated percutaneous mechanical excision of intervertebral disc
Intervertebral disc disorders,V599,Unspecified revisional automated percutaneous mechanical excision of intervertebral disc
Intervertebral disc disorders,V60,Primary percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V601,Primary percutaneous decompression using coblation to cervical intervertebral disc
Intervertebral disc disorders,V602,Primary percutaneous decompression using coblation to thoracic intervertebral disc
Intervertebral disc disorders,V603,Primary percutaneous decompression using coblation to lumbar intervertebral disc
Intervertebral disc disorders,V608,Other specified primary percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V609,Unspecified primary percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V61,Revisional percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V611,Revisional percutaneous decompression using coblation to cervical intervertebral disc
Intervertebral disc disorders,V612,Revisional percutaneous decompression using coblation to thoracic intervertebral disc
Intervertebral disc disorders,V613,Revisional percutaneous decompression using coblation to lumbar intervertebral disc
Intervertebral disc disorders,V618,Other specified revisional percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V619,Unspecified revisional percutaneous decompression using coblation to intervertebral disc
Intervertebral disc disorders,V62,Primary percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V621,Primary percutaneous intradiscal radiofrequency thermocoagulation to cervical intervertebral disc
Intervertebral disc disorders,V622,Primary percutaneous intradiscal radiofrequency thermocoagulation to thoracic intervertebral disc
Intervertebral disc disorders,V623,Primary percutaneous intradiscal radiofrequency thermocoagulation to lumbar intervertebral disc
Intervertebral disc disorders,V628,Other specified primary percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V629,Unspecified primary percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V63,Revisional percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V631,Revisional percutaneous intradiscal radiofrequency thermocoagulation to cervical intervertebral disc
Intervertebral disc disorders,V632,Revisional percutaneous intradiscal radiofrequency thermocoagulation to thoracic intervertebral disc
Intervertebral disc disorders,V633,Revisional percutaneous intradiscal radiofrequency thermocoagulation to lumbar intervertebral disc
Intervertebral disc disorders,V638,Other specified revisional percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intervertebral disc disorders,V639,Unspecified revisional percutaneous intradiscal radiofrequency thermocoagulation to intervertebral disc
Intracerebral haemorrhage,A054,Evacuation of intracerebral haematoma NEC
Liver failure and transplant,J01,Transplantation of liver
Liver failure and transplant,J012,Heterotopic transplantation of liver
Liver failure and transplant,J013,Replacement of previous liver transplant
Liver failure and transplant,J015,Orthotopic transplantation of whole liver
Liver failure and transplant,J018,Other specified transplantation of liver
Liver failure and transplant,J019,Unspecified transplantation of liver
Liver failure and transplant,J073,Exploration of liver
Liver failure and transplant,J152,Percutaneous transluminal insertion of stent into hepatic artery NEC
Liver failure and transplant,X43,Compensation for liver failure
Liver failure and transplant,X439,Unspecified compensation for liver failure
Motor neuron disease,X852,Amyotrophic lateral sclerosis drugs Band 1
Myelodysplastic syndromes,X907,Myelodysplastic syndrome drugs Band 1
Nasal polyp,E032,Excision of lesion of septum of nose
Nasal polyp,E081,Polypectomy of internal nose
Non-malignant tumour of brain, central nervous system and pituitary,B018,Other specified excision of pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B019,Unspecified excision of pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B021,Cryotherapy to pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B022,Implantation of radioactive substance into pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B04,Other operations on pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B041,Excision of lesion of pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B043,Decompression of pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B044,Exploration of pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B048,Other specified other operations on pituitary gland
Non-malignant tumour of brain, central nervous system and pituitary,B049,Unspecified other operations on pituitary gland
Obesity,G284,Sleeve gastrectomy and duodenal switch
Obesity,G285,Sleeve gastrectomy NEC
Obesity,G302,Partitioning of stomach NEC
Obesity,G303,Partitioning of stomach using band
Obesity,G304,Partitioning of stomach using staples
Obesity,G305,Maintenance of gastric band
Obesity,G312,Bypass of stomach by anastomosis of stomach to duodenum
Obesity,G331,Bypass of stomach by anastomosis of stomach to jejunum NEC
Obesity,G387,Removal of gastric band
Obesity,G61,Bypass of jejunum
Obesity,G611,Bypass of jejunum by anastomosis of jejunum to jejunum
Obesity,G612,Bypass of jejunum by anastomosis of jejunum to ileum
Obesity,G613,Bypass of jejunum by anastomosis of jejunum to colon
Obesity,G618,Other specified bypass of jejunum
Obesity,G619,Unspecified bypass of jejunum
Obesity,G716,Duodenal switch
Osteoarthritis (excl spine),U505,Delivery of rehabilitation for osteoarthritis
Other psychoactive substance misuse,U521,Delivery of rehabilitation for drug addiction
Peptic ulcer disease,G292,Open excision of lesion of stomach NEC
Peptic ulcer disease,G298,Other specified open extirpation of lesion of stomach
Peptic ulcer disease,G35,Operations on ulcer of stomach
Peptic ulcer disease,G351,Closure of perforated ulcer of stomach
Peptic ulcer disease,G352,Closure of ulcer of stomach NEC
Peptic ulcer disease,G358,Other specified operations on ulcer of stomach
Peptic ulcer disease,G359,Unspecified operations on ulcer of stomach
Peptic ulcer disease,G52,Operations on ulcer of duodenum
Peptic ulcer disease,G521,Closure of perforated ulcer of duodenum
Peptic ulcer disease,G522,Suture of ulcer of duodenum NEC
Peptic ulcer disease,G523,Oversew of blood vessel of duodenal ulcer
Peptic ulcer disease,G528,Other specified operations on ulcer of duodenum
Peptic ulcer disease,G529,Unspecified operations on ulcer of duodenum
Peripheral arterial disease,L162,Bypass of aorta by anastomosis of axillary artery to femoral artery NEC
Peripheral arterial disease,L163,Bypass of aorta by anastomosis of axillary artery to bilateral femoral arteries
Peripheral arterial disease,L21,Other bypass of segment of aorta
Peripheral arterial disease,L216,Bypass of bifurcation of aorta by anastomosis of aorta to iliac artery NEC
Peripheral arterial disease,L218,Other specified other bypass of segment of aorta
Peripheral arterial disease,L219,Unspecified other bypass of segment of aorta
Peripheral arterial disease,L253,Open embolectomy of bifurcation of aorta
Peripheral arterial disease,L50,Other emergency bypass of iliac artery
Peripheral arterial disease,L501,Emergency bypass of common iliac artery by anastomosis of aorta to common iliac artery NEC
Peripheral arterial disease,L502,Emergency bypass of iliac artery by anastomosis of aorta to external iliac artery NEC
Peripheral arterial disease,L503,Emergency bypass of artery of leg by anastomosis of aorta to common femoral artery NEC
Peripheral arterial disease,L504,Emergency bypass of artery of leg by anastomosis of aorta to deep femoral artery NEC
Peripheral arterial disease,L505,Emergency bypass of iliac artery by anastomosis of iliac artery to iliac artery NEC
Peripheral arterial disease,L506,Emergency bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC
Peripheral arterial disease,L508,Other specified other emergency bypass of iliac artery
Peripheral arterial disease,L509,Unspecified other emergency bypass of iliac artery
Peripheral arterial disease,L51,Other bypass of iliac artery
Peripheral arterial disease,L511,Bypass of common iliac artery by anastomosis of aorta to common iliac artery NEC
Peripheral arterial disease,L512,Bypass of iliac artery by anastomosis of aorta to external iliac artery NEC
Peripheral arterial disease,L513,Bypass of artery of leg by anastomosis of aorta to common femoral artery NEC
Peripheral arterial disease,L514,Bypass of artery of leg by anastomosis of aorta to deep femoral artery NEC
Peripheral arterial disease,L515,Bypass of iliac artery by anastomosis of iliac artery to iliac artery NEC
Peripheral arterial disease,L516,Bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC
Peripheral arterial disease,L518,Other specified other bypass of iliac artery
Peripheral arterial disease,L519,Unspecified other bypass of iliac artery
Peripheral arterial disease,L52,Reconstruction of iliac artery
Peripheral arterial disease,L521,Endarterectomy of iliac artery and patch repair of iliac artery
Peripheral arterial disease,L522,Endarterectomy of iliac artery NEC
Peripheral arterial disease,L528,Other specified reconstruction of iliac artery
Peripheral arterial disease,L529,Unspecified reconstruction of iliac artery
Peripheral arterial disease,L53,Other open operations on iliac artery
Peripheral arterial disease,L531,Repair of iliac artery NEC
Peripheral arterial disease,L532,Open embolectomy of iliac artery
Peripheral arterial disease,L541,Percutaneous transluminal angioplasty of iliac artery
Peripheral arterial disease,L542,Percutaneous transluminal embolectomy of iliac artery
Peripheral arterial disease,L544,Percutaneous transluminal insertion of stent into iliac artery
Peripheral arterial disease,L548,Other specified transluminal operations on iliac artery
Peripheral arterial disease,L549,Unspecified transluminal operations on iliac artery
Peripheral arterial disease,L58,Other emergency bypass of femoral artery
Peripheral arterial disease,L581,Emergency bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC
Peripheral arterial disease,L582,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC
Peripheral arterial disease,L583,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC
Peripheral arterial disease,L584,Emergency bypass of femoral artery by anastomosis of femoral artery to tibial artery using prosthesis NEC
Peripheral arterial disease,L585,Emergency bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft NEC
Peripheral arterial disease,L586,Emergency bypass of femoral artery by anastomosis of femoral artery to peroneal artery using prosthesis NEC
Peripheral arterial disease,L587,Emergency bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft NEC
Peripheral arterial disease,L588,Other specified other emergency bypass of femoral artery
Peripheral arterial disease,L589,Unspecified other emergency bypass of femoral artery
Peripheral arterial disease,L59,Other bypass of femoral artery
Peripheral arterial disease,L591,Bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC
Peripheral arterial disease,L592,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC
Peripheral arterial disease,L593,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC
Peripheral arterial disease,L594,Bypass of femoral artery by anastomosis of femoral artery to tibial artery using prosthesis NEC
Peripheral arterial disease,L595,Bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft NEC
Peripheral arterial disease,L596,Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using prosthesis NEC
Peripheral arterial disease,L597,Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft NEC
Peripheral arterial disease,L598,Other specified other bypass of femoral artery
Peripheral arterial disease,L599,Unspecified other bypass of femoral artery
Peripheral arterial disease,L60,Reconstruction of femoral artery
Peripheral arterial disease,L601,Endarterectomy of femoral artery and patch repair of femoral artery
Peripheral arterial disease,L602,Endarterectomy of femoral artery NEC
Peripheral arterial disease,L603,Profundoplasty of femoral artery and patch repair of deep femoral artery
Peripheral arterial disease,L604,Profundoplasty of femoral artery NEC
Peripheral arterial disease,L608,Other specified reconstruction of femoral artery
Peripheral arterial disease,L609,Unspecified reconstruction of femoral artery
Peripheral arterial disease,L62,Other open operations on femoral artery
Peripheral arterial disease,L621,Repair of femoral artery NEC
Peripheral arterial disease,L622,Open embolectomy of femoral artery
Peripheral arterial disease,L628,Other specified other open operations on femoral artery
Peripheral arterial disease,L629,Unspecified other open operations on femoral artery
Peripheral arterial disease,L631,Percutaneous transluminal angioplasty of femoral artery
Peripheral arterial disease,L632,Percutaneous transluminal embolectomy of femoral artery
Peripheral arterial disease,L633,Percutaneous transluminal embolisation of femoral artery
Peripheral arterial disease,L635,Percutaneous transluminal insertion of stent into femoral artery
Peripheral arterial disease,L65,Revision of reconstruction of artery
Peripheral arterial disease,L651,Revision of reconstruction involving aorta
Peripheral arterial disease,L652,Revision of reconstruction involving iliac artery
Peripheral arterial disease,L653,Revision of reconstruction involving femoral artery
Peripheral arterial disease,L658,Other specified revision of reconstruction of artery
Peripheral venous and lymphatic disease,L832,Subfascial ligation of perforating vein of leg
Peripheral venous and lymphatic disease,L84,Combined operations on varicose vein of leg
Peripheral venous and lymphatic disease,L848,Other specified combined operations on varicose vein of leg
Peripheral venous and lymphatic disease,L849,Unspecified combined operations on varicose vein of leg
Peripheral venous and lymphatic disease,L85,Ligation of varicose vein of leg
Peripheral venous and lymphatic disease,L853,Ligation of recurrent varicose vein of leg
Peripheral venous and lymphatic disease,L858,Other specified ligation of varicose vein of leg
Peripheral venous and lymphatic disease,L859,Unspecified ligation of varicose vein of leg
Peripheral venous and lymphatic disease,L86,Injection into varicose vein of leg
Peripheral venous and lymphatic disease,L861,Injection of sclerosing substance into varicose vein of leg NEC
Peripheral venous and lymphatic disease,L868,Other specified injection into varicose vein of leg
Peripheral venous and lymphatic disease,L869,Unspecified injection into varicose vein of leg
Peripheral venous and lymphatic disease,L87,Other operations on varicose vein of leg
Peripheral venous and lymphatic disease,L875,Local excision of varicose vein of leg
Peripheral venous and lymphatic disease,L876,Incision of varicose vein of leg
Peripheral venous and lymphatic disease,L877,Transilluminated powered phlebectomy of varicose vein of leg
Peripheral venous and lymphatic disease,L878,Other specified other operations on varicose vein of leg
Peripheral venous and lymphatic disease,L879,Unspecified other operations on varicose vein of leg
Peripheral venous and lymphatic disease,L88,Transluminal operations on varicose vein of leg
Peripheral venous and lymphatic disease,L882,Radiofrequency ablation of varicose vein of leg
Peripheral venous and lymphatic disease,L888,Other specified transluminal operations on varicose vein of leg
Peripheral venous and lymphatic disease,L889,Unspecified transluminal operations on varicose vein of leg
Peripheral venous and lymphatic disease,T92,Other operations on lymphatic tissue
Peripheral venous and lymphatic disease,T922,Excision of lymphoedematous tissue of arm
Peripheral venous and lymphatic disease,T923,Excision of lymphoedematous tissue of leg and buried flaps HFQ
Peripheral venous and lymphatic disease,T924,Excision of lymphoedematous tissue of leg NEC
Peripheral venous and lymphatic disease,T925,Excision of lymphoedematous tissue of scrotum
Peripheral venous and lymphatic disease,T926,Excision of lymphoedematous tissue NEC
Peripheral venous and lymphatic disease,T928,Other specified other operations on lymphatic tissue
Portal hypertension and oesophageal varices,G10,Open operations on varices of oesophagus
Portal hypertension and oesophageal varices,G101,Disconnection of azygos vein
Portal hypertension and oesophageal varices,G102,Transection of oesophagus using staple gun
Portal hypertension and oesophageal varices,G103,Transection of oesophagus NEC
Portal hypertension and oesophageal varices,G104,Local ligation of varices of oesophagus
Portal hypertension and oesophageal varices,G105,Open injection sclerotherapy to varices of oesophagus
Portal hypertension and oesophageal varices,G108,Other specified open operations on varices of oesophagus
Portal hypertension and oesophageal varices,G109,Unspecified open operations on varices of oesophagus
Portal hypertension and oesophageal varices,G148,Other specified fibreoptic endoscopic extirpation of lesion of oesophagus
Portal hypertension and oesophageal varices,G174,Endoscopic injection sclerotherapy to varices of oesophagus using rigid oesophagoscope
Portal hypertension and oesophageal varices,G178,Other specified endoscopic extirpation of lesion of oesophagus using rigid oesophagoscope
Portal hypertension and oesophageal varices,G437,Fibreoptic endoscopic rubber band ligation of upper gastrointestinal tract varices
Primary malignancy prostate,M341,Cystoprostatectomy
Primary malignancy prostate,M611,Total excision of prostate and capsule of prostate
Primary Malignancy_Other Skin and subcutaneous tissue,S069,Unspecified other excision of lesion of skin
Ptosis of eyelid,C18,Correction of ptosis of eyelid
Ptosis of eyelid,C181,Correction of ptosis of eyelid using levator muscle technique
Ptosis of eyelid,C182,Correction of ptosis of eyelid using frontalis muscle technique
Ptosis of eyelid,C183,Correction of ptosis of eyelid using sling of fascia
Ptosis of eyelid,C184,Correction of ptosis of eyelid using superior rectus muscle technique
Ptosis of eyelid,C185,Tarsomullerectomy
Ptosis of eyelid,C186,Correction of ptosis of eyelid using aponeurosis technique
Ptosis of eyelid,C188,Other specified correction of ptosis of eyelid
Ptosis of eyelid,C189,Unspecified correction of ptosis of eyelid
Retinal detachments and breaks,C81,Photocoagulation of retina for detachment
Retinal detachments and breaks,C811,Xenon photocoagulation of retina for detachment
Retinal detachments and breaks,C812,Laser photocoagulation of retina for detachment
Retinal detachments and breaks,C818,Other specified photocoagulation of retina for detachment
Retinal detachments and breaks,C819,Unspecified photocoagulation of retina for detachment
Retinal detachments and breaks,C821,Cauterisation of lesion of retina
Rheumatoid Arthritis,U504,Delivery of rehabilitation for rheumatoid arthritis
Scoliosis,V412,Anterior attachment of correctional instrument to spine
Spina bifida,A122,Creation of ventriculovascular shunt
Spina bifida,A49,Repair of spina bifida
Spina bifida,A491,Freeing of spinal tether NEC
Spina bifida,A492,Closure of spinal myelomeningocele
Spina bifida,A493,Closure of spinal meningocele
Spina bifida,A494,Complex freeing of spinal tether
Spina bifida,A498,Other specified repair of spina bifida
Spina bifida,A499,Unspecified repair of spina bifida
Spondylolisthesis,V383,Primary posterior fusion of joint of lumbar spine NEC
Spondylolisthesis,V438,Other specified extirpation of lesion of spine
Spondylolisthesis,V548,Other specified other operations on spine
Subdural haematoma,A41,Drainage of subdural space
Subdural haematoma,A411,Evacuation of subdural haematoma
Subdural haematoma,A418,Other specified drainage of subdural space
Subdural haematoma,A419,Unspecified drainage of subdural space
Thyroid disease,B08,Excision of thyroid gland
Thyroid disease,B081,Total thyroidectomy
Thyroid disease,B082,Subtotal thyroidectomy
Thyroid disease,B088,Other specified excision of thyroid gland
Thyroid disease,B089,Unspecified excision of thyroid gland
Thyroid disease,B128,Other specified other operations on thyroid gland
Thyroid disease,B129,Unspecified other operations on thyroid gland
Urolithiasis,M061,Open removal of calculus from kidney
Urolithiasis,M09,Therapeutic endoscopic operations on calculus of kidney
Urolithiasis,M091,Endoscopic ultrasound fragmentation of calculus of kidney
Urolithiasis,M092,Endoscopic electrohydraulic shockwave fragmentation of calculus of kidney
Urolithiasis,M093,Endoscopic laser fragmentation of calculus of kidney
Urolithiasis,M094,Endoscopic extraction of calculus of kidney NEC
Urolithiasis,M098,Other specified therapeutic endoscopic operations on calculus of kidney
Urolithiasis,M099,Unspecified therapeutic endoscopic operations on calculus of kidney
Urolithiasis,M14,Extracorporeal fragmentation of calculus of kidney
Urolithiasis,M141,Extracorporeal shock wave lithotripsy of calculus of kidney
Urolithiasis,M148,Other specified extracorporeal fragmentation of calculus of kidney
Urolithiasis,M149,Unspecified extracorporeal fragmentation of calculus of kidney
Urolithiasis,M164,Percutaneous nephrolithotomy NEC
Urolithiasis,M231,Open ureterolithotomy
Urolithiasis,M261,Nephroscopic laser fragmentation of calculus of ureter
Urolithiasis,M262,Nephroscopic fragmentation of calculus of ureter NEC
Urolithiasis,M263,Nephroscopic extraction of calculus of ureter
Urolithiasis,M271,Ureteroscopic laser fragmentation of calculus of ureter
Urolithiasis,M272,Ureteroscopic fragmentation of calculus of ureter NEC
Urolithiasis,M273,Ureteroscopic extraction of calculus of ureter
Urolithiasis,M28,Other endoscopic removal of calculus from ureter
Urolithiasis,M281,Endoscopic laser fragmentation of calculus of ureter NEC
Urolithiasis,M282,Endoscopic fragmentation of calculus of ureter NEC
Urolithiasis,M283,Endoscopic extraction of calculus of ureter NEC
Urolithiasis,M284,Endoscopic catheter drainage of calculus of ureter
Urolithiasis,M285,Endoscopic drainage of calculus of ureter by dilation of ureter
Urolithiasis,M288,Other specified other endoscopic removal of calculus from ureter
Urolithiasis,M289,Unspecified other endoscopic removal of calculus from ureter
Urolithiasis,M31,Extracorporeal fragmentation of calculus of ureter
Urolithiasis,M311,Extracorporeal shockwave lithotripsy of calculus of ureter
Urolithiasis,M318,Other specified extracorporeal fragmentation of calculus of ureter
Urolithiasis,M319,Unspecified extracorporeal fragmentation of calculus of ureter
Urolithiasis,M391,Open removal of calculus from bladder
Urolithiasis,M441,Endoscopic lithopaxy
Urolithiasis,M442,Endoscopic extraction of calculus of bladder NEC
Urolithiasis,M478,Other specified urethral catheterisation of bladder
Urolithiasis,M754,Open extraction of calculus from urethra
Urolithiasis,M759,Unspecified other open operations on urethra
Urolithiasis,M762,Endoscopic removal of foreign body from urethra
Urolithiasis,M861,Endoscopic extraction of calculus of urinary diversion
