"Condition","Prodcode","Gemscriptcode","ProductName","Aurum"
"Painful conditions",8220,"2228007","MORPHINE ANHYDROUS 8.4 MG ELI","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8233,"70855020","Kaolin light 1.5g/5ml / Codeine 5mg/5ml oral suspension sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8246,"61568020","Codeine phosphate 8mg with paracetamol 500mg effervescent tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8259,"5965007","PARACETAMOL 500 MG ELI","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8271,"52399020","Benoral 750mg tablets (Sanofi-Synthelabo Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8292,"4620007","PARACETAMOL 240 MG ELI","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8329,"54214020","Solpadeine Tablet (GlaxoSmithKline Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8332,"55442020","Tryptizol 50mg Tablet (Merck Sharp & Dohme Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8335,"57693020","Paracodol 8mg/500mg capsules (Bayer Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8375,"53469020","Fortral 25mg tablets (Zentiva)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8385,"69513020","Ketoprofen 150mg modified-release capsules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8401,"56329020","Motrin 400mg tablets (Pfizer Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8416,"79963020","Tramadol 12 Modified-release tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8420,"2227007","MORPHINE SULPHATE 5 MG INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8447,"52951020","Meptid 200mg Tablet (Shire Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8451,"60933020","Etodolac 200mg Tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8456,"62558020","DHC Continus 60mg tablets (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8460,"2713007","DIAMORPHINE 1.5 GM INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8493,"57473020","Motipress tablets (Sanofi-Synthelabo Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8500,"2810007","CODEINE PHOSPHATE/PARACETAMOL/SODIUM CIT 8 MG CAP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8544,"61801020","Fenbufen 450mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8600,"65863020","Piroxicam 20mg suppositories","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8663,"74549020","Naprosyn S/R 500mg tablets (Roche Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8672,"49421020","Feldene 20mg suppositories (Pfizer Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8700,"4617007","PARACETAMOL 125 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8723,"70420020","Balmosa cream (Selsdon Healthcare Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8732,"3877007","BUCLIZINE HYD/CODEINE PHOS/DOCUSATE SOD/ 6.25 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8735,"73131020","Diamorphine 5mg/5ml Oral solution (Manufacturer unknown)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8740,"55628020","Morphine hydrochloride 30mg suppositories","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8766,"2229007","MORPHINE HCl 30 MG INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8822,"64807020","Morphine 60mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8823,"2715007","DIAMORPHINE HYDROCHLORIDE 60 MG INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8831,"55446020","Tryptizol mr 75mg Modified-release capsule (Merck Sharp & Dohme Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8835,"3833007","CODEINE PHOS /DIPHENHYDRAMINE HYD. /MENT 5.7 MG ELI","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8866,"70488020","Diamorphine 10mg Tablet (Manufacturer unknown)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8867,"3160007","MORPHINE SULPHATE CR 30 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8876,"68381020","Oramorph 20mg/ml concentrated oral solution (Boehringer Ingelheim Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8959,"54007","MORPHINE SULPHATE 15 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",8969,"58038020","Lodine 300mg Capsule (Shire Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9001,"54783020","Diconal tablets (Amdipharm Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9012,"58646020","Cyclimorph 15 solution for injection 1ml ampoules (AMCo)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9053,"70495020","Diamorphine 500mg Injection (Manufacturer unknown)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9126,"2714007","DIAMORPHINE 4 GM INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9137,"74009020","Morphine 20mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9163,"55875020","Remedeine 20mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9183,"64810020","Morphine 100mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9193,"84058020","Paracetamol 500mg with sodium bicarbonate 1342 mg effervescent tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9201,"59640020","Ibuleve 5% spray (Dendron Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9202,"6692007","CODEINE PHOS/EPHEDRINE HYD/PROMETHAZINE LIN","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9209,"62559020","DHC Continus 90mg tablets (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9222,"79017020","Dicloflex 75mg SR tablets (Dexcel-Pharma Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9231,"48520020","Calpol infant 120mg/5ml Oral suspension (McNeil Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9239,"82144020","Paracetamol 120 mg capsule","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9271,"82145020","Paracetamol 125mg/5ml syrup","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9275,"62560020","DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9313,"62549020","Dihydrocodeine 90mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9325,"84390020","Hydromorphone 4mg modified-release capsules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9329,"75871020","Paracetamol 100mg/ml oral solution sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9330,"84406020","Palladone 2.6mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9331,"84400020","Palladone SR 4mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9332,"84399020","Palladone SR 2mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9337,"81634020","MXL 30mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9342,"81635020","MXL 60mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9371,"81690020","MXL 120mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9381,"81636020","MXL 90mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9389,"85601020","Zamadol SR 50mg capsules (Meda Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9396,"85602020","Zamadol SR 100mg capsules (Meda Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9421,"79620020","Powergel 2.5% gel (A. Menarini Farmaceutica Internazionale SRL)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9439,"68435020","Flurbiprofen 200mg modified-release capsules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9457,"65992020","Paracetamol 500mg with codeine phosphate 8mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9460,"65989020","Paracetamol 500mg with codeine phosphate 8mg capsule","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9462,"65988020","Paracetamol 500mg with codeine phosphate 8mg effervescent tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9474,"81066020","Preservex 100mg tablets (Almirall Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9476,"85106020","Domperamol tablets (Servier Laboratories Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9484,"81627020","Morphine sulphate 24 60mg Modified-release capsule","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9500,"84230020","Diclotard 75mg modified-release tablets (Galen Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9516,"53131020","Kapake 30mg/500mg capsules (Galen Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9557,"56797020","Morphine 15mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9562,"81855020","Remedeine 30mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9602,"64812020","Morphine 5mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9615,"84407020","Palladone 1.3mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9630,"79166020","Feldene P 0.5% gel (Pfizer Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9637,"79359020","Keral 25mg tablets (A. Menarini Farmaceutica Internazionale SRL)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9672,"75454020","Morphine 100mg modified-release granules sachets sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9688,"86796020","Diclovol 75mg SR tablets (Mylan)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9712,"86411020","Paracetamol 250mg orodispersible tablets sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9736,"64365020","Mefenamic acid 50mg/5ml oral suspension","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9739,"78591020","Tramadol 100mg effervescent powder sachets sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9742,"54212020","Solpadeine Soluble tablet (GlaxoSmithKline Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9785,"55874020","Remedeine 30mg+500mg Tablet (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9822,"77848020","Arcoxia 120mg tablets (Grunenthal Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9855,"66016020","Paracetamol 500mg / Dihydrocodeine 20mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9874,"80386020","OxyNorm liquid 5mg/5ml oral solution (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9914,"81661020","Calpol Six Plus Fastmelts 250mg tablets (McNeil Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9917,"84590020","Kapake Insts 30mg/500mg effervescent powder sachets (Galen Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9927,"76936020","OxyContin 40mg modified-release tablets (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9928,"83859020","Oxynorm 10mg/ml Solution for injection (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9945,"57278020","Diamorphine 10mg Tablet (Aurum Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9960,"79869020","Morphine sulphate 12 60mg Modified-release capsule","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",9973,"73056020","OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10021,"76939020","OxyContin 80mg modified-release tablets (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10023,"62544020","Dihydrocodeine with paracetamol 20mg+500mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10033,"60934020","Etodolac 300mg capsules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10122,"89018020","Dihydrocodeine 10mg with paracetamol 500mg/5ml oral suspension sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10123,"78896020","Paracetamol 120mg/5ml / Diphenhydramine 12.5mg/5ml oral solution","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10149,"86472020","Ibuprofen 200mg capsules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10169,"77261020","Brexidol 20mg tablets (Chiesi Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10176,"79795020","Codipar 15mg/500mg tablets (AMCo)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10178,"89794020","Solpadeine Plus capsules (Omega Pharma Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10196,"87109020","Solpadeine Headache tablets (GlaxoSmithKline Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10205,"89602020","BuTrans 10micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10209,"80061020","Ibufem 200mg tablets (Galpharm International Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10226,"89796020","Solpadeine Plus tablets (Omega Pharma Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10239,"81691020","MXL 150mg capsules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10280,"2170007","OMNOPON 10 MG INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10290,"5913007","BUTAZOLIDIN 250 MG SUP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10293,"81992020","Sinutab Tablet (Pfizer Consumer Healthcare Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10295,"67975020","Relifex 500mg/5ml oral suspension (Meda Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10298,"48349020","Benoral 2g granules sachets (Sanofi-Synthelabo Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10309,"52621020","Df118 50mg/ml Injection (Martindale Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10325,"89560020","Dexibuprofen 300mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10336,"70001020","Ketoprofen 100mg/2ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10399,"4162007","PARACETAMOL/ORPHENADRINE CITRATE TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10473,"2728007","DIAMORPHINE 10 MG LIN","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10481,"54744020","Lederfen f 450mg Tablet (Wyeth Pharmaceuticals)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10509,"49523020","Fortagesic Tablet (Sanofi-Synthelabo Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10519,"4147007","CODEINE PHOS/IBUPROFEN SR (20MG/300MG) TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10525,"3151007","MST CONTINUS 30 MG SUS","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10558,"68265020","Flexin-75 Continus tablets (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10578,"56383020","Palfium 10mg tablets (Roche Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10582,"72724020","Formulix Oral solution (Cilag Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10583,"65561020","Pentazocine 30mg/ml injection","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10589,"49425020","Fenopron 600 tablets (Typharm Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10602,"57692020","Paracodol 8mg/500mg effervescent tablets (Bayer Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10625,"49934020","Indocid 5mg/ml oral suspension (Merck Sharp & Dohme Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10631,"64797020","Morphine 10mg/ml Tincture","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10678,"49424020","Fenopron 300 tablets (Typharm Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10701,"53336020","Dimotane Co oral solution paediatric sugar free (Wyeth Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10711,"51960020","Tolectin 400mg Capsule (Cilag Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10730,"74005020","Sevredol 10mg Suppository (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10740,"6137007","DISTALGESIC SOLUBLE TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10748,"75704020","Tramil 500mg Capsule (Wyeth Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10769,"53468020","Fortral 50mg Capsule (Sanofi-Synthelabo Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10785,"53757020","Fenbid 300mg Spansules (Mercury Pharma Group Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10829,"3150007","MST CONTINUS 20 MG SUS","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10866,"71496020","Oxycodone hydrochloride 30mg suppositories","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10901,"71660020","Paracetamol with promethazine hydrochloride 120mg+1.5mg/5ml suspension","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10907,"3159007","MORPHINE SULPHATE CR 15 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10917,"74803020","Flamrase SR 100mg tablets (Teva UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10922,"76095020","Durogesic 100micrograms transdermal patches (Janssen-Cilag Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10925,"52948020","Meptid 100mg/1ml solution for injection ampoules (Almirall Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",10993,"72976020","Medinol 120mg/5ml Oral suspension (SSL International Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11009,"66001020","Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11101,"82968020","Zydol 50mg soluble tablets (Grunenthal Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11129,"68940020","Papaveretum 15.4mg/1ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11168,"80723020","Volsaid Retard 100 tablets (Chiesi Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11187,"66328020","Protriptyline 10mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11215,"83741020","Voltarol 25mg suppositories (Novartis Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11250,"55131020","Migraleve - 2 8mg+500mg Tablet (Pfizer Consumer Healthcare Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11275,"75792020","Zydol 100mg/2ml solution for injection ampoules (Grunenthal Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11325,"77473020","Paracetamol 500mg with codeine phosphate 30 mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11342,"68361020","Oramorph 30mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11405,"76931020","Oxycodone 10mg/ml oral solution sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11461,"59563020","Ibuprofen 300mg modified-release / Codeine 20mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11466,"68001020","Nabumetone 500mg/5ml oral-suspension","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11471,"75787020","Tramadol 100mg/2ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11495,"50157020","Piroxicam betadex 20mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11549,"79983020","Tramadol 75mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11550,"68069020","Nurofen Meltlets 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11554,"77460020","Ibuprofen 200mg / Codeine 12.8mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11559,"78590020","Tramadol 50mg effervescent powder sachets sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11584,"79157020","Buprenorphine 70micrograms/hour transdermal patches","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11614,"85104020","Paracetamol 500mg / Domperidone 10mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11665,"79880020","Zapain 30mg/500mg tablets (AMCo)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11698,"81626020","Morphine sulphate 24 30mg Modified-release capsule","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11734,"87129020","Tramadol 50mg orodispersible tablets sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11746,"82221020","Tramadol 300mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11748,"82223020","Tramadol 400mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11755,"84190020","Morcap SR 20mg capsules (Hospira UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11801,"64421020","Meptazinol 100mg/1ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11807,"86865020","Paracetamol 500mg with codeine 12.8mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11838,"64811020","Morphine 200mg modified-release tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11843,"76091020","Fentanyl 200microgram lozenges","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11907,"89572020","Dexibuprofen 400mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11925,"89658020","Medised For Children oral solution (SSL International Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11942,"64960020","Nefopam 20mg/1ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11945,"51785020","Syndol Tablet (SSL International Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11952,"65700020","Phenylbutazone 100mg gastro-resistant tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11961,"66031020","Veganin Tablet (Pfizer Consumer Healthcare Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11970,"81650020","Meloxicam 7.5mg suppositories","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11980,"50221020","Cuprofen 400mg Tablet (SSL International Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11982,"89907020","Durogesic DTrans 12micrograms transdermal patches (Janssen-Cilag Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",11986,"72974020","Medinol 120mg/5ml Oral suspension (SSL International Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12000,"63885020","Ketoprofen 100mg suppositories","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12011,"3161007","MORPHINE SULPHATE CR 60 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12020,"62683020","Dipipanone 10mg / Cyclizine 30mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12075,"69420020","Mobiflex 20mg Tablet (Roche Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12076,"72612020","Dextropropoxyphene 60mg capsules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12171,"48985020","Dimotane Co oral solution sugar free (Wyeth Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12188,"55563020","Trilisate 500mg Tablet (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12194,"5750007","NORTRIPTYLINE 10 MG ELI","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12219,"59713020","Morphine sulfate 15mg/1ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12332,"4618007","PARACETAMOL 240 MG SUS","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12353,"55348020","Aventyl 25mg Capsule (Eli Lilly and Company Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12364,"60091020","Aloxiprin 600mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12394,"54142020","Lobak Tablet (Sanofi-Synthelabo Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12508,"3904007","MORPHINE SULPHATE CR 100 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12549,"55349020","Aventyl 10mg/5ml Liquid (Eli Lilly and Company Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12567,"2512007","FORTRAL 60 MG INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12583,"3158007","MORPHINE SULPHATE CR 5 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",12591,"75453020","Morphine 60mg modified-release granules sachets sugar free","MULTIPLY_ProdcodeID_painful_conditions"
