Condition,ReadCode,MedCode,ReadTerm
Immunodeficiencies,C391211,42439,Thrombocytopenic eczema with immunodeficiency
"Thrombocytopenia - primary, secondary and other",C391211,42439,Thrombocytopenic eczema with immunodeficiency
"Folate deficiency, with and without anaemia",D013000,22715,Combined B12 and folate deficiency anaemia
"Vitamin B12 deficiency, with and without anaemia",D013000,22715,Combined B12 and folate deficiency anaemia
Sickle-cell anaemia,D104211,31075,Sickle-cell thalassaemia
Thalassaemia,D104211,31075,Sickle-cell thalassaemia
Aplastic anaemias,D201612,61326,Pancytopenia with pancreatitis
Pancreatitis,D201612,61326,Pancytopenia with pancreatitis
Other anaemias,D212000,48145,Anaemia in ovarian carcinoma
Primary malignancy ovarian,D212000,48145,Anaemia in ovarian carcinoma
Myelodysplastic syndromes,D213.00,16052,Refractory Anaemia
Other anaemias,D213.00,16052,Refractory Anaemia
Dementia,E001300,27677,Presenile dementia with depression
Depression,E001300,27677,Presenile dementia with depression
Dementia,E002100,21887,Senile dementia with depression
Depression,E002100,21887,Senile dementia with depression
Dementia,E004300,43292,Arteriosclerotic dementia with depression
Depression,E004300,43292,Arteriosclerotic dementia with depression
Alcohol dependence and related disease,E011100,11106,Korsakov's alcoholic psychosis with peripheral neuritis
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),E011100,11106,Korsakov's alcoholic psychosis with peripheral neuritis
Alcohol dependence and related disease,E012.00,54505,Other alcoholic dementia
Dementia,E012.00,54505,Other alcoholic dementia
Alcohol dependence and related disease,E012.11,27342,Alcoholic dementia NOS
Dementia,E012.11,27342,Alcoholic dementia NOS
Bipolar affective disorder and mania,E03y300,2114,Unspecified puerperal psychosis
Schizophrenia and non-organic psychosis,E03y300,2114,Unspecified puerperal psychosis
Schizophrenia and non-organic psychosis,E134.00,24345,Psychogenic paranoid psychosis
Somatoform and dissociative disorders,E134.00,24345,Psychogenic paranoid psychosis
Anxiety and phobia,E200300,655,Anxiety with depression
Depression,E200300,655,Anxiety with depression
Chronic fatigue,E205.00,3361,Neurasthenia - nervous debility
Somatoform and dissociative disorders,E205.00,3361,Neurasthenia - nervous debility
Anxiety and phobia,E207.00,966,Hypochondriasis
Somatoform and dissociative disorders,E207.00,966,Hypochondriasis
Anxiety and phobia,E20y300,72171,Psychasthenic neurosis
Chronic fatigue,E20y300,72171,Psychasthenic neurosis
Bipolar affective disorder and mania,E211100,12228,Hypomanic personality disorder
Personality disorder,E211100,12228,Hypomanic personality disorder
Depression,E211200,10455,Depressive personality disorder
Personality disorder,E211200,10455,Depressive personality disorder
Personality disorder,E212.00,3369,Schizoid personality disorder
Schizophrenia and non-organic psychosis,E212.00,3369,Schizoid personality disorder
Personality disorder,E212000,67130,Unspecified schizoid personality disorder
Schizophrenia and non-organic psychosis,E212000,67130,Unspecified schizoid personality disorder
Personality disorder,E212200,61969,Schizotypal personality
Schizophrenia and non-organic psychosis,E212200,61969,Schizotypal personality
Personality disorder,E212z00,14747,Schizoid personality disorder NOS
Schizophrenia and non-organic psychosis,E212z00,14747,Schizoid personality disorder NOS
Obsessive-compulsive disorder,E214.00,20881,Compulsive personality disorders
Personality disorder,E214.00,20881,Compulsive personality disorders
Obsessive-compulsive disorder,E214100,1293,Obsessional personality
Personality disorder,E214100,1293,Obsessional personality
Obsessive-compulsive disorder,E214z00,34456,Compulsive personality disorder NOS
Personality disorder,E214z00,34456,Compulsive personality disorder NOS
Obsessive-compulsive disorder,E275711,45362,Compulsive water drinking
Somatoform and dissociative disorders,E275711,45362,Compulsive water drinking
Dementia,Eu02300,9509,[X]Dementia in Parkinson's disease
Parkinson's disease,Eu02300,9509,[X]Dementia in Parkinson's disease
Dementia,Eu02400,41185,[X]Dementia in human immunodef virus [HIV] disease
HIV,Eu02400,41185,[X]Dementia in human immunodef virus [HIV] disease
Dementia,Eu02z12,47619,[X] Presenile psychosis NOS
Schizophrenia and non-organic psychosis,Eu02z12,47619,[X] Presenile psychosis NOS
Dementia,Eu02z15,27935,[X] Senile psychosis NOS
Schizophrenia and non-organic psychosis,Eu02z15,27935,[X] Senile psychosis NOS
Alcohol dependence and related disease,Eu10500,12353,[X]Mental & behav dis due to use alcohol: psychotic disorder
Other psychoactive substance misuse,Eu10500,12353,[X]Mental & behav dis due to use alcohol: psychotic disorder
Alcohol dependence and related disease,Eu10711,26323,[X]Alcoholic dementia NOS
Dementia,Eu10711,26323,[X]Alcoholic dementia NOS
Depression,Eu20400,20785,[X]Post-schizophrenic depression
Schizophrenia and non-organic psychosis,Eu20400,20785,[X]Post-schizophrenic depression
Personality disorder,Eu21.18,26859,[X]Schizotypal personality disorder
Schizophrenia and non-organic psychosis,Eu21.18,26859,[X]Schizotypal personality disorder
Bipolar affective disorder and mania,Eu25000,33847,"[X]Schizoaffective disorder, manic type"
Schizophrenia and non-organic psychosis,Eu25000,33847,"[X]Schizoaffective disorder, manic type"
Bipolar affective disorder and mania,Eu25011,16905,"[X]Schizoaffective psychosis, manic type"
Schizophrenia and non-organic psychosis,Eu25011,16905,"[X]Schizoaffective psychosis, manic type"
Bipolar affective disorder and mania,Eu25012,51903,"[X]Schizophreniform psychosis, manic type"
Schizophrenia and non-organic psychosis,Eu25012,51903,"[X]Schizophreniform psychosis, manic type"
Depression,Eu25100,11055,"[X]Schizoaffective disorder, depressive type"
Schizophrenia and non-organic psychosis,Eu25100,11055,"[X]Schizoaffective disorder, depressive type"
Depression,Eu25111,35274,"[X]Schizoaffective psychosis, depressive type"
Schizophrenia and non-organic psychosis,Eu25111,35274,"[X]Schizoaffective psychosis, depressive type"
Depression,Eu25112,41022,"[X]Schizophreniform psychosis, depressive type"
Schizophrenia and non-organic psychosis,Eu25112,41022,"[X]Schizophreniform psychosis, depressive type"
Bipolar affective disorder and mania,Eu33213,29451,"[X]Manic-depress psychosis,depressd,no psychotic symptoms"
Depression,Eu33213,29451,"[X]Manic-depress psychosis,depressd,no psychotic symptoms"
Depression,Eu34012,54848,[X]Cycloid personality
Personality disorder,Eu34012,54848,[X]Cycloid personality
Depression,Eu34013,23854,[X]Cyclothymic personality
Personality disorder,Eu34013,23854,[X]Cyclothymic personality
Anxiety and phobia,Eu34111,8584,[X]Depressive neurosis
Depression,Eu34111,8584,[X]Depressive neurosis
Depression,Eu34112,10290,[X]Depressive personality disorder
Personality disorder,Eu34112,10290,[X]Depressive personality disorder
Anxiety and phobia,Eu34113,7737,[X]Neurotic depression
Depression,Eu34113,7737,[X]Neurotic depression
Anxiety and phobia,Eu34114,15220,[X]Persistant anxiety depression
Depression,Eu34114,15220,[X]Persistant anxiety depression
Anxiety and phobia,Eu41200,11913,[X]Mixed anxiety and depressive disorder
Depression,Eu41200,11913,[X]Mixed anxiety and depressive disorder
Anxiety and phobia,Eu41211,7749,[X]Mild anxiety depression
Depression,Eu41211,7749,[X]Mild anxiety depression
Irritable bowel syndrome,Eu45324,16560,[X]Psychogenic IBS
Somatoform and dissociative disorders,Eu45324,16560,[X]Psychogenic IBS
Dysmenorrhoea,Eu45y11,46925,[X]Psychogenic dysmenorrhoea
Somatoform and dissociative disorders,Eu45y11,46925,[X]Psychogenic dysmenorrhoea
Chronic fatigue,Eu46000,16561,[X]Neurasthenia
Somatoform and dissociative disorders,Eu46000,16561,[X]Neurasthenia
Chronic fatigue,Eu46y14,61753,[X]Psychasthenia
Somatoform and dissociative disorders,Eu46y14,61753,[X]Psychasthenia
Chronic fatigue,Eu46y15,90597,[X]Psychasthenia neurosis
Somatoform and dissociative disorders,Eu46y15,90597,[X]Psychasthenia neurosis
Erectile dysfunction,Eu52213,17639,[X]Psychogenic impotence
Somatoform and dissociative disorders,Eu52213,17639,[X]Psychogenic impotence
Personality disorder,Eu60100,38371,[X]Schizoid personality disorder
Schizophrenia and non-organic psychosis,Eu60100,38371,[X]Schizoid personality disorder
Obsessive-compulsive disorder,Eu60512,22259,[X]Obsessional personality disorder
Personality disorder,Eu60512,22259,[X]Obsessional personality disorder
Obsessive-compulsive disorder,Eu60513,17420,[X]Obsessive-compulsive personality disorder
Personality disorder,Eu60513,17420,[X]Obsessive-compulsive personality disorder
Autism and Asperger's syndrome,Eu84112,34174,[X]Mental retardation with autistic features
Learning disability,Eu84112,34174,[X]Mental retardation with autistic features
ADHD and hyperkinetic disorders,Eu84400,52602,[X]Overactive disorder assoc mental retard/stereotype movts
Learning disability,Eu84400,52602,[X]Overactive disorder assoc mental retard/stereotype movts
Diabetes,F171100,17067,Autonomic neuropathy due to diabetes
Diabetic neurological complications,F171100,17067,Autonomic neuropathy due to diabetes
Disorders of autonomic nervous system,F171100,17067,Autonomic neuropathy due to diabetes
Disorders of autonomic nervous system,F246112,5309,Neurogenic bladder
Neuromuscular dysfunction of bladder,F246112,5309,Neurogenic bladder
Alcohol dependence and related disease,F25B.00,30604,Alcohol-induced epilepsy
Epilepsy,F25B.00,30604,Alcohol-induced epilepsy
Diabetes,F345000,44033,Diabetic mononeuritis multiplex
Diabetic neurological complications,F345000,44033,Diabetic mononeuritis multiplex
Diabetes,F35z000,17247,Diabetic mononeuritis NOS
Diabetic neurological complications,F35z000,17247,Diabetic mononeuritis NOS
Lupus erythematosus (local and systemic),F371000,44095,Polyneuropathy in disseminated lupus erythematosus
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F371000,44095,Polyneuropathy in disseminated lupus erythematosus
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F371200,62401,Polyneuropathy in rheumatoid arthritis
Rheumatoid Arthritis,F371200,62401,Polyneuropathy in rheumatoid arthritis
Diabetes,F372.00,31790,Polyneuropathy in diabetes
Diabetic neurological complications,F372.00,31790,Polyneuropathy in diabetes
Diabetes,F372.11,5002,Diabetic polyneuropathy
Diabetic neurological complications,F372.11,5002,Diabetic polyneuropathy
Diabetes,F372.12,2342,Diabetic neuropathy
Diabetic neurological complications,F372.12,2342,Diabetic neuropathy
Diabetes,F372000,48078,Acute painful diabetic neuropathy
Diabetic neurological complications,F372000,48078,Acute painful diabetic neuropathy
Diabetes,F372100,35785,Chronic painful diabetic neuropathy
Diabetic neurological complications,F372100,35785,Chronic painful diabetic neuropathy
Diabetes,F372200,24571,Asymptomatic diabetic neuropathy
Diabetic neurological complications,F372200,24571,Asymptomatic diabetic neuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F374900,40751,Polyneuropathy in sarcoidosis
Sarcoidosis,F374900,40751,Polyneuropathy in sarcoidosis
Alcohol dependence and related disease,F375.00,2925,Alcoholic polyneuropathy
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),F375.00,2925,Alcoholic polyneuropathy
Diabetes,F381300,39420,Myasthenic syndrome due to diabetic amyotrophy
Diabetic neurological complications,F381300,39420,Myasthenic syndrome due to diabetic amyotrophy
Diabetes,F381311,2340,Diabetic amyotrophy
Diabetic neurological complications,F381311,2340,Diabetic amyotrophy
Diabetes,F3y0.00,37315,Diabetic mononeuropathy
Diabetic neurological complications,F3y0.00,37315,Diabetic mononeuropathy
Hypertension,F404200,37086,Blind hypertensive eye
Visual impairment and blindness,F404200,37086,Blind hypertensive eye
Diabetes,F420.00,1323,Diabetic retinopathy
Diabetic eye disease,F420.00,1323,Diabetic retinopathy
Diabetes,F420000,7069,Background diabetic retinopathy
Diabetic eye disease,F420000,7069,Background diabetic retinopathy
Diabetes,F420100,3286,Proliferative diabetic retinopathy
Diabetic eye disease,F420100,3286,Proliferative diabetic retinopathy
Diabetes,F420200,2986,Preproliferative diabetic retinopathy
Diabetic eye disease,F420200,2986,Preproliferative diabetic retinopathy
Diabetes,F420300,10099,Advanced diabetic maculopathy
Diabetic eye disease,F420300,10099,Advanced diabetic maculopathy
Diabetes,F420400,3837,Diabetic maculopathy
Diabetic eye disease,F420400,3837,Diabetic maculopathy
Diabetes,F420500,47584,Advanced diabetic retinal disease
Diabetic eye disease,F420500,47584,Advanced diabetic retinal disease
Diabetes,F420600,10755,Non proliferative diabetic retinopathy
Diabetic eye disease,F420600,10755,Non proliferative diabetic retinopathy
Diabetes,F420700,30477,High risk proliferative diabetic retinopathy
Diabetic eye disease,F420700,30477,High risk proliferative diabetic retinopathy
Diabetes,F420800,65463,High risk non proliferative diabetic retinopathy
Diabetic eye disease,F420800,65463,High risk non proliferative diabetic retinopathy
Diabetes,F420z00,11626,Diabetic retinopathy NOS
Diabetic eye disease,F420z00,11626,Diabetic retinopathy NOS
Diabetes,F440700,17313,Diabetic iritis
Diabetic eye disease,F440700,17313,Diabetic iritis
Diabetes,F464000,10659,Diabetic cataract
Diabetic eye disease,F464000,10659,Diabetic cataract
Hearing loss,Fy1..00,103907,Combined visual and hearing impairment
Visual impairment and blindness,Fy1..00,103907,Combined visual and hearing impairment
Heart valve disease non-rheumatic,G140111,21980,Tricuspid regurgitation - rheumatic
Rheumatic valve dz,G140111,21980,Tricuspid regurgitation - rheumatic
Heart valve disease non-rheumatic,G140112,42239,Tricuspid incompetence - rheumatic
Rheumatic valve dz,G140112,42239,Tricuspid incompetence - rheumatic
Heart valve disease non-rheumatic,G140200,93114,Rheumatic tricuspid stenosis and insufficiency
Rheumatic valve dz,G140200,93114,Rheumatic tricuspid stenosis and insufficiency
Heart failure,G210100,72668,Malignant hypertensive heart disease with CCF
Hypertension,G210100,72668,Malignant hypertensive heart disease with CCF
Heart failure,G211100,52127,Benign hypertensive heart disease with CCF
Hypertension,G211100,52127,Benign hypertensive heart disease with CCF
Heart failure,G21z100,62718,Hypertensive heart disease NOS with CCF
Hypertension,G21z100,62718,Hypertensive heart disease NOS with CCF
Heart failure,G232.00,21837,Hypertensive heart&renal dis wth (congestive) heart failure
Hypertension,G232.00,21837,Hypertensive heart&renal dis wth (congestive) heart failure
Heart failure,G234.00,57987,Hyperten heart&renal dis+both(congestv)heart and renal fail
Hypertension,G234.00,57987,Hyperten heart&renal dis+both(congestv)heart and renal fail
Cardiomyopathy other,G343.00,7320,Ischaemic cardiomyopathy
Coronary heart disease,G343.00,7320,Ischaemic cardiomyopathy
Cardiomyopathy other,G554000,5141,Congestive cardiomyopathy
Heart failure,G554000,5141,Congestive cardiomyopathy
Alcohol dependence and related disease,G555.00,4915,Alcoholic cardiomyopathy
Cardiomyopathy other,G555.00,4915,Alcoholic cardiomyopathy
Cardiomyopathy other,G557500,20035,Thyrotoxic heart disease
Thyroid disease,G557500,20035,Thyrotoxic heart disease
Diabetes,G73y000,34152,Diabetic peripheral angiopathy
Peripheral arterial disease,G73y000,34152,Diabetic peripheral angiopathy
Chronic ulcer of the skin,G830.00,1913,Varicose veins of the leg with ulcer
Peripheral venous and lymphatic disease,G830.00,1913,Varicose veins of the leg with ulcer
Chronic ulcer of the skin,G832.00,16079,Varicose veins of the leg with ulcer and eczema
Peripheral venous and lymphatic disease,G832.00,16079,Varicose veins of the leg with ulcer and eczema
Chronic ulcer of the skin,G833.00,18216,Varicose veins of the leg with rupture
Peripheral venous and lymphatic disease,G833.00,18216,Varicose veins of the leg with rupture
Chronic ulcer of the skin,G835.00,12704,Infected varicose ulcer
Peripheral venous and lymphatic disease,G835.00,12704,Infected varicose ulcer
Chronic ulcer of the skin,G837.00,11264,Venous ulcer of leg
Peripheral venous and lymphatic disease,G837.00,11264,Venous ulcer of leg
"Liver fibrosis, sclerosis and cirrhosis",G852200,26319,Oesophageal varices in cirrhosis of the liver
Portal hypertension and oesophageal varices,G852200,26319,Oesophageal varices in cirrhosis of the liver
Alcohol dependence and related disease,G852300,8363,Oesophageal varices in alcoholic cirrhosis of the liver
"Liver fibrosis, sclerosis and cirrhosis",G852300,8363,Oesophageal varices in alcoholic cirrhosis of the liver
Portal hypertension and oesophageal varices,G852300,8363,Oesophageal varices in alcoholic cirrhosis of the liver
Heart valve disease non-rheumatic,Gyu1100,94521,[X]Other rheumatic aortic valve diseases
Rheumatic valve dz,Gyu1100,94521,[X]Other rheumatic aortic valve diseases
Chronic sinusitis,H11y.11,19742,Nasal sinus polyps
Nasal polyp,H11y.11,19742,Nasal sinus polyps
Chronic sinusitis,H11y100,11744,Polyp of ethmoidal sinus
Nasal polyp,H11y100,11744,Polyp of ethmoidal sinus
Chronic sinusitis,H11y200,35897,Polyp of maxillary sinus
Nasal polyp,H11y200,35897,Polyp of maxillary sinus
Allergic and chronic rhinitis,H13..11,10546,Chronic rhinosinusitis
Chronic sinusitis,H13..11,10546,Chronic rhinosinusitis
Allergic and chronic rhinitis,H17..12,18572,Allergic rhinosinusitis
Chronic sinusitis,H17..12,18572,Allergic rhinosinusitis
Asthma,H312000,5798,Chronic asthmatic bronchitis
COPD,H312000,5798,Chronic asthmatic bronchitis
Asthma,H330.00,7146,Extrinsic (atopic) asthma
Dermatitis (atopc/contact/other/unspecified),H330.00,7146,Extrinsic (atopic) asthma
Allergic and chronic rhinitis,H330.13,15248,Hay fever with asthma
Asthma,H330.13,15248,Hay fever with asthma
Allergic and chronic rhinitis,H330011,5627,Hay fever with asthma
Asthma,H330011,5627,Hay fever with asthma
Gastro-oesophageal reflux disease,J101100,2535,Reflux oesophagitis
Oesophagitis and oesophageal ulcer,J101100,2535,Reflux oesophagitis
Gastro-oesophageal reflux disease,J101112,7104,Gastro-oesophageal reflux with oesophagitis
Oesophagitis and oesophageal ulcer,J101112,7104,Gastro-oesophageal reflux with oesophagitis
Gastro-oesophageal reflux disease,J101113,16605,Oesophageal reflux with oesophagitis
Oesophagitis and oesophageal ulcer,J101113,16605,Oesophageal reflux with oesophagitis
Oesophagitis and oesophageal ulcer,J102000,24021,Peptic ulcer of oesophagus
Peptic ulcer disease,J102000,24021,Peptic ulcer of oesophagus
Gastritis and duodenitis,J11z.11,2877,Gastric erosions
Peptic ulcer disease,J11z.11,2877,Gastric erosions
Gastritis and duodenitis,J123.00,3462,Duodenal erosion
Peptic ulcer disease,J123.00,3462,Duodenal erosion
Alcohol dependence and related disease,J153.00,4506,Alcoholic gastritis
Gastritis and duodenitis,J153.00,4506,Alcoholic gastritis
Constipation,J521100,109116,Irritable bowel syndrome characterised by constipation
Irritable bowel syndrome,J521100,109116,Irritable bowel syndrome characterised by constipation
Alcohol dependence and related disease,J610.00,10691,Alcoholic fatty liver
Non-alcoholic fatty liver disease and steatohepatitis,J610.00,10691,Alcoholic fatty liver
Alcohol dependence and related disease,J612.00,4743,Alcoholic cirrhosis of liver
"Liver fibrosis, sclerosis and cirrhosis",J612.00,4743,Alcoholic cirrhosis of liver
Alcohol dependence and related disease,J612000,21713,Alcoholic fibrosis and sclerosis of liver
"Liver fibrosis, sclerosis and cirrhosis",J612000,21713,Alcoholic fibrosis and sclerosis of liver
Alcohol dependence and related disease,J613000,17330,Alcoholic hepatic failure
Liver failure and transplant,J613000,17330,Alcoholic hepatic failure
Autoimmune liver disease,J616000,5638,Primary biliary cirrhosis
"Liver fibrosis, sclerosis and cirrhosis",J616000,5638,Primary biliary cirrhosis
Cholelithiasis,J670500,12316,Gallstone acute pancreatitis
Pancreatitis,J670500,12316,Gallstone acute pancreatitis
Alcohol dependence and related disease,J670800,104611,Alcohol-induced acute pancreatitis
Pancreatitis,J670800,104611,Alcohol-induced acute pancreatitis
Alcohol dependence and related disease,J671000,24984,Alcohol-induced chronic pancreatitis
Pancreatitis,J671000,24984,Alcohol-induced chronic pancreatitis
Cholelithiasis,J671100,42278,Gallstone chronic pancreatitis
Pancreatitis,J671100,42278,Gallstone chronic pancreatitis
Glomerulonephritis and other nephritides,K01x400,47672,Nephrotic syndrome in systemic lupus erythematosus
Lupus erythematosus (local and systemic),K01x400,47672,Nephrotic syndrome in systemic lupus erythematosus
Glomerulonephritis and other nephritides,K01x411,22205,Lupus nephritis
Lupus erythematosus (local and systemic),K01x411,22205,Lupus nephritis
Glomerulonephritis and other nephritides,K100600,2939,Calculous pyelonephritis
Urolithiasis,K100600,2939,Calculous pyelonephritis
Obstructive and reflux uropathy,K112.00,27592,Hydronephrosis with renal and ureteral calculous obstruction
Urolithiasis,K112.00,27592,Hydronephrosis with renal and ureteral calculous obstruction
Disorders of autonomic nervous system,K16V011,25398,Neurogenic bladder
Neuromuscular dysfunction of bladder,K16V011,25398,Neurogenic bladder
Female infertility,K26y000,113724,Infertility due to drug therapy
Male infertility,K26y000,113724,Infertility due to drug therapy
Female infertility,K26y200,36264,Infertility due to efferent duct obstruction
Male infertility,K26y200,36264,Infertility due to efferent duct obstruction
Female infertility,K26y300,101598,Infertility due to radiation
Male infertility,K26y300,101598,Infertility due to radiation
Female infertility,K26y400,108577,Infertility in systemic disease
Male infertility,K26y400,108577,Infertility in systemic disease
Diabetes,K27y700,106360,Erectile dysfunction due to diabetes mellitus
Erectile dysfunction,K27y700,106360,Erectile dysfunction due to diabetes mellitus
Female infertility,K5B1000,94448,Primary pituitary - hypothalamic infertility
Male infertility,K5B1000,94448,Primary pituitary - hypothalamic infertility
Female infertility,K5B1100,99535,Secondary pituitary - hypothalamic infertility
Male infertility,K5B1100,99535,Secondary pituitary - hypothalamic infertility
Female infertility,K5B6.00,54282,Female infertility associated with male factors
Male infertility,K5B6.00,54282,Female infertility associated with male factors
Female infertility,K5By000,2014,Primary infertility unspecified
Male infertility,K5By000,2014,Primary infertility unspecified
Female infertility,K5By100,1943,Secondary infertility unspecified
Male infertility,K5By100,1943,Secondary infertility unspecified
Female infertility,K5Byz11,7246,Subfertility
Male infertility,K5Byz11,7246,Subfertility
Psoriasis,M160.00,476,Psoriatic arthropathy
Psoriatic arthropathy,M160.00,476,Psoriatic arthropathy
Psoriasis,M160.11,96880,Psoriatic arthritis
Psoriatic arthropathy,M160.11,96880,Psoriatic arthritis
Psoriasis,M160000,26368,Psoriasis spondylitica
Psoriatic arthropathy,M160000,26368,Psoriasis spondylitica
Psoriasis,M160100,32149,Distal interphalangeal psoriatic arthropathy
Psoriatic arthropathy,M160100,32149,Distal interphalangeal psoriatic arthropathy
Psoriasis,M160200,21503,Arthritis mutilans
Psoriatic arthropathy,M160200,21503,Arthritis mutilans
Psoriasis,M160z00,12500,Psoriatic arthropathy NOS
Psoriatic arthropathy,M160z00,12500,Psoriatic arthropathy NOS
Chronic ulcer of the skin,M271.12,6308,Ischaemic leg ulcer
Peripheral arterial disease,M271.12,6308,Ischaemic leg ulcer
Diabetes,M271000,24327,Ischaemic ulcer diabetic foot
Peripheral arterial disease,M271000,24327,Ischaemic ulcer diabetic foot
Diabetes,M271100,11663,Neuropathic diabetic ulcer - foot
Diabetic neurological complications,M271100,11663,Neuropathic diabetic ulcer - foot
Diabetes,M271200,9881,Mixed diabetic ulcer - foot
Diabetic neurological complications,M271200,9881,Mixed diabetic ulcer - foot
Chronic ulcer of the skin,M271300,11624,Arterial leg ulcer
Peripheral arterial disease,M271300,11624,Arterial leg ulcer
Chronic ulcer of the skin,M271400,8801,Mixed venous and arterial leg ulcer
Peripheral arterial disease,M271400,8801,Mixed venous and arterial leg ulcer
Chronic ulcer of the skin,M271700,99855,Neuropathic foot ulcer
Non-diabetic peripheral neuropathies (excluding cranial nerves and carpal tunnel syndrome),M271700,99855,Neuropathic foot ulcer
Obsessive-compulsive disorder,M283.11,43163,Factitial urticaria
Urticaria,M283.11,43163,Factitial urticaria
Diabetes,N030000,18142,Diabetic cheiroarthropathy
Diabetic neurological complications,N030000,18142,Diabetic cheiroarthropathy
Diabetes,N030100,27891,Diabetic Charcot arthropathy
Diabetic neurological complications,N030100,27891,Diabetic Charcot arthropathy
Enteropathic arthropathy,N031000,17641,Arthropathy in ulcerative colitis
Ulcerative colitis,N031000,17641,Arthropathy in ulcerative colitis
Crohn's disease,N031100,20480,Arthropathy in Crohn's disease
Enteropathic arthropathy,N031100,20480,Arthropathy in Crohn's disease
Ankylosing spondylitis,N045000,42405,Juvenile ankylosing spondylitis
Juvenile arthritis,N045000,42405,Juvenile ankylosing spondylitis
Juvenile arthritis,N045200,28456,Juvenile arthritis in psoriasis
Psoriasis,N045200,28456,Juvenile arthritis in psoriasis
Crohn's disease,N045300,12575,Juvenile arthritis in Crohn's disease
Enteropathic arthropathy,N045300,12575,Juvenile arthritis in Crohn's disease
Juvenile arthritis,N045300,12575,Juvenile arthritis in Crohn's disease
Enteropathic arthropathy,N045400,71083,Juvenile arthritis in ulcerative colitis
Juvenile arthritis,N045400,71083,Juvenile arthritis in ulcerative colitis
Ulcerative colitis,N045400,71083,Juvenile arthritis in ulcerative colitis
Other interstitial pulmonary diseases with fibrosis,N04y012,28853,Fibrosing alveolitis associated with rheumatoid arthritis
Rheumatoid Arthritis,N04y012,28853,Fibrosing alveolitis associated with rheumatoid arthritis
Osteoarthritis (excl spine),N051G00,106678,Osteoarthritis of spinal facet joint
Spondylosis,N051G00,106678,Osteoarthritis of spinal facet joint
Giant Cell arteritis,N200.00,29472,Giant cell arteritis with polymyalgia rheumatica
Polymyalgia Rheumatica,N200.00,29472,Giant cell arteritis with polymyalgia rheumatica
Infection of bones and joints,N304.00,43370,Tuberculosis of spine (Pott's)
Tuberculosis,N304.00,43370,Tuberculosis of spine (Pott's)
Infection of bones and joints,N304.11,6553,Tuberculosis of spine
Tuberculosis,N304.11,6553,Tuberculosis of spine
Collapsed vertebra,N331.14,44386,Osteoporotic vertebral collapse
Osteoporosis,N331.14,44386,Osteoporotic vertebral collapse
Collapsed vertebra,N331800,17377,Osteoporosis + pathological fracture lumbar vertebrae
Osteoporosis,N331800,17377,Osteoporosis + pathological fracture lumbar vertebrae
Collapsed vertebra,N331900,12673,Osteoporosis + pathological fracture thoracic vertebrae
Osteoporosis,N331900,12673,Osteoporosis + pathological fracture thoracic vertebrae
Collapsed vertebra,N331A00,48772,Osteoporosis + pathological fracture cervical vertebrae
Osteoporosis,N331A00,48772,Osteoporosis + pathological fracture cervical vertebrae
Collapsed vertebra,N331H00,45736,Collapse of cervical vertebra due to osteoporosis
Osteoporosis,N331H00,45736,Collapse of cervical vertebra due to osteoporosis
Collapsed vertebra,N331J00,5841,Collapse of lumbar vertebra due to osteoporosis
Osteoporosis,N331J00,5841,Collapse of lumbar vertebra due to osteoporosis
Collapsed vertebra,N331K00,19048,Collapse of thoracic vertebra due to osteoporosis
Osteoporosis,N331K00,19048,Collapse of thoracic vertebra due to osteoporosis
Collapsed vertebra,N331L00,4013,Collapse of vertebra due to osteoporosis NOS
Osteoporosis,N331L00,4013,Collapse of vertebra due to osteoporosis NOS
Psoriasis,Nyu1300,59107,[X]Other psoriatic arthropathies
Psoriatic arthropathy,Nyu1300,59107,[X]Other psoriatic arthropathies
Down's syndrome,PJ0..00,1543,Down's syndrome - trisomy 21
Learning disability,PJ0..00,1543,Down's syndrome - trisomy 21
Down's syndrome,PJ0..11,23489,Mongolism
Learning disability,PJ0..11,23489,Mongolism
Down's syndrome,PJ0..12,18415,Trisomy 21
Learning disability,PJ0..12,18415,Trisomy 21
Down's syndrome,PJ0z.00,10759,Down's syndrome NOS
Learning disability,PJ0z.00,10759,Down's syndrome NOS
Down's syndrome,PJ0z.11,61627,Trisomy 21 NOS
Learning disability,PJ0z.11,61627,Trisomy 21 NOS
Diabetes,R054200,53634,[D]Gangrene of toe in diabetic
Peripheral arterial disease,R054200,53634,[D]Gangrene of toe in diabetic
Diabetes,R054300,31053,[D]Widespread diabetic foot gangrene
Peripheral arterial disease,R054300,31053,[D]Widespread diabetic foot gangrene
Hearing loss,Z96..00,32905,Provision for visual and hearing impairment
Visual impairment and blindness,Z96..00,32905,Provision for visual and hearing impairment
Hearing loss,Z961.00,38717,Provision of guide help for visual and hearing impairment
Visual impairment and blindness,Z961.00,38717,Provision of guide help for visual and hearing impairment
Hearing loss,Z962.00,107912,Provision of communicator for visual and hearing impairment
Visual impairment and blindness,Z962.00,107912,Provision of communicator for visual and hearing impairment
Hearing loss,ZN56A00,110179,Deaf-blind telephone user
