Readcode;Disease;Medcode;ReadcodeDescr;Category;CodingSystem;Provenance
C10FB11;Diabetes;50527;Type II diabetes mellitus with polyneuropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FC00;Diabetes;12640;Type 2 diabetes mellitus with nephropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FC11;Diabetes;102201;Type II diabetes mellitus with nephropathy;NA;readcode;Cambridge
C10FD00;Diabetes;46917;Type 2 diabetes mellitus with hypoglycaemic coma;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FD11;Diabetes;98723;Type II diabetes mellitus with hypoglycaemic coma;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FE00;Diabetes;44982;Type 2 diabetes mellitus with diabetic cataract;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FE11;Diabetes;93727;Type II diabetes mellitus with diabetic cataract;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FF00;Diabetes;37806;Type 2 diabetes mellitus with peripheral angiopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FF11;Diabetes;104639;Type II diabetes mellitus with peripheral angiopathy;NA;readcode;Cambridge
C10FG00;Diabetes;59253;Type 2 diabetes mellitus with arthropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FG11;Diabetes;103902;Type II diabetes mellitus with arthropathy;NA;readcode;Cambridge
C10FH00;Diabetes;35385;Type 2 diabetes mellitus with neuropathic arthropathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FH11;Diabetes;109197;Type II diabetes mellitus with neuropathic arthropathy;NA;readcode;Cambridge
C10FJ00;Diabetes;1407;Insulin treated Type 2 diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FJ11;Diabetes;64668;Insulin treated Type II diabetes mellitus;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FK00;Diabetes;34450;Hyperosmolar non-ketotic state in type 2 diabetes mellitus;Type II diabetes mellitus (4);NA;Kuan
C10FL00;Diabetes;26054;Type 2 diabetes mellitus with persistent proteinuria;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FL11;Diabetes;60796;Type II diabetes mellitus with persistent proteinuria;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FM00;Diabetes;18390;Type 2 diabetes mellitus with persistent microalbuminuria;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FM11;Diabetes;85991;Type II diabetes mellitus with persistent microalbuminuria;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FN00;Diabetes;32627;Type 2 diabetes mellitus with ketoacidosis;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FN11;Diabetes;106528;Type II diabetes mellitus with ketoacidosis;NA;readcode;Cambridge
C10FP00;Diabetes;51756;Type 2 diabetes mellitus with ketoacidotic coma;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FP11;Diabetes;106061;Type II diabetes mellitus with ketoacidotic coma;NA;readcode;Cambridge
C10FQ00;Diabetes;25591;Type 2 diabetes mellitus with exudative maculopathy;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FR00;Diabetes;63690;Type 2 diabetes mellitus with gastroparesis;Type II diabetes mellitus (4);readcode;Kuan and Cambridge
C10FS00;Diabetes;95539;Maternally inherited diabetes mellitus;NA;readcode;Cambridge
C10G.00;Diabetes;51697;Secondary pancreatic diabetes mellitus;NA;readcode;Cambridge
C10G000;Diabetes;96506;Secondary pancreatic diabetes mellitus without complication;NA;readcode;Cambridge
C10M.00;Diabetes;43857;Lipoatrophic diabetes mellitus;NA;readcode;Cambridge
C10N.00;Diabetes;22487;Secondary diabetes mellitus;NA;readcode;Cambridge
C10N000;Diabetes;94383;Secondary diabetes mellitus without complication;NA;readcode;Cambridge
C10N100;Diabetes;93380;Cystic fibrosis related diabetes mellitus;NA;readcode;Cambridge
C10y.00;Diabetes;33343;Diabetes mellitus with other specified manifestation;NA;readcode;Cambridge
C10y100;Diabetes;63371;Diabetes mellitus, adult, + other specified manifestation;NA;readcode;Cambridge
C10yy00;Diabetes;10098;Other specified diabetes mellitus with other spec comps;NA;readcode;Cambridge
C10yz00;Diabetes;70821;Diabetes mellitus NOS with other specified manifestation;NA;readcode;Cambridge
C10z.00;Diabetes;45491;Diabetes mellitus with unspecified complication;NA;readcode;Cambridge
C10z000;Diabetes;68792;Diabetes mellitus, juvenile type, + unspecified complication;NA;readcode;Cambridge
C10z100;Diabetes;63762;Diabetes mellitus, adult onset, + unspecified complication;NA;readcode;Cambridge
C10zy00;Diabetes;64283;Other specified diabetes mellitus with unspecified comps;NA;readcode;Cambridge
C10zz00;Diabetes;64357;Diabetes mellitus NOS with unspecified complication;NA;readcode;Cambridge
Cyu2.00;Diabetes;52212;[X]Diabetes mellitus;NA;readcode;Cambridge
Cyu2000;Diabetes;41686;[X]Other specified diabetes mellitus;NA;readcode;Cambridge
Cyu2300;Diabetes;100292;[X]Unspecified diabetes mellitus with renal complications;NA;readcode;Cambridge
F372.11;Diabetes;5002;Diabetic polyneuropathy;NA;readcode;Cambridge
F372.12;Diabetes;2342;Diabetic neuropathy;NA;readcode;Cambridge
F381300;Diabetes;39420;Myasthenic syndrome due to diabetic amyotrophy;NA;readcode;Cambridge
F381311;Diabetes;2340;Diabetic amyotrophy;NA;readcode;Cambridge
F3y0.00;Diabetes;37315;Diabetic mononeuropathy;NA;readcode;Cambridge
F420.00;Diabetes;1323;Diabetic retinopathy;NA;readcode;Cambridge
F420100;Diabetes;3286;Proliferative diabetic retinopathy;NA;readcode;Cambridge
F420200;Diabetes;2986;Preproliferative diabetic retinopathy;NA;readcode;Cambridge
F420300;Diabetes;10099;Advanced diabetic maculopathy;NA;readcode;Cambridge
F420400;Diabetes;3837;Diabetic maculopathy;NA;readcode;Cambridge
F420600;Diabetes;10755;Non proliferative diabetic retinopathy;NA;readcode;Cambridge
F420700;Diabetes;30477;High risk proliferative diabetic retinopathy;NA;readcode;Cambridge
F420800;Diabetes;65463;High risk non proliferative diabetic retinopathy;NA;readcode;Cambridge
F420z00;Diabetes;11626;Diabetic retinopathy NOS;NA;readcode;Cambridge
K01x111;Diabetes;45499;Kimmelstiel - Wilson disease;NA;readcode;Cambridge
L180500;Diabetes;50960;Pre-existing diabetes mellitus, insulin-dependent;NA;readcode;Cambridge
L180600;Diabetes;50609;Pre-existing diabetes mellitus, non-insulin-dependent;NA;readcode;Cambridge
L180700;Diabetes;109133;Pre-existing malnutrition-related diabetes mellitus;NA;readcode;Cambridge
L180X00;Diabetes;55431;Pre-existing diabetes mellitus, unspecified;NA;readcode;Cambridge
