Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
C10FA00,Diabetes,62674,Type 2 diabetes mellitus with mononeuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FA11,Diabetic neurological complications,95351,Type II diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10FA11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),95351,Type II diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C10FA11,Diabetes,95351,Type II diabetes mellitus with mononeuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FB00,Diabetic neurological complications,18425,Type 2 diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10FB00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18425,Type 2 diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C10FB00,Diabetes,18425,Type 2 diabetes mellitus with polyneuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FB11,Diabetic neurological complications,50527,Type II diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C10FB11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),50527,Type II diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C10FB11,Diabetes,50527,Type II diabetes mellitus with polyneuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FE00,Diabetic ophthalmic complications,44982,Type 2 diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C10FE00,Diabetes,44982,Type 2 diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FE11,Diabetic ophthalmic complications,93727,Type II diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C10FE11,Diabetes,93727,Type II diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FF00,Diabetes,37806,Type 2 diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FF00,Peripheral arterial disease,37806,Type 2 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C10FH00,Diabetic neurological complications,35385,Type 2 diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C10FH00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),35385,Type 2 diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C10FH00,Diabetes,35385,Type 2 diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10FH11,Diabetic neurological complications,109197,Type II diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C10FH11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),109197,Type II diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C10FH11,Diabetes,109197,Type II diabetes mellitus with neuropathic arthropathy,NA,readcode,Cambridge
C10FQ00,Diabetic ophthalmic complications,25591,Type 2 diabetes mellitus with exudative maculopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C10FQ00,Diabetes,25591,Type 2 diabetes mellitus with exudative maculopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C10N100,Cystic Fibrosis,93380,Cystic fibrosis related diabetes mellitus,History of Cystic Fibrosis,NA,NA
C10N100,Diabetes,93380,Cystic fibrosis related diabetes mellitus,NA,readcode,Cambridge
C34y400,Gout,59344,Gouty neuritis,Diagnosis of Gout,NA,NA
C34y400,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),59344,Gouty neuritis,Diagnosis of peripheral neuropathy,NA,NA
C370800,Cystic Fibrosis,102922,Cystic fibrosis related cirrhosis,History of Cystic Fibrosis,NA,NA
C370800,"Liver fibrosis, sclerosis and cirrhosis",102922,Cystic fibrosis related cirrhosis,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
C391200,Immunodeficiencies,31322,Wiskott - Aldrich syndrome,Diagnosis of Immunodeficiencies,NA,NA
C391200,Secondary or other Thrombocytopaenia,31322,Wiskott - Aldrich syndrome,Diagnosis of Secondary or other Thrombocytopaenia,NA,NA
C391211,Dermatitis (atopc/contact/other/unspecified),42439,Thrombocytopenic eczema with immunodeficiency,Diagnosis of Dermatitis (atopc/contact/other/unspecified),NA,NA
C391211,Immunodeficiencies,42439,Thrombocytopenic eczema with immunodeficiency,Diagnosis of Immunodeficiencies,NA,NA
C391211,Secondary or other Thrombocytopaenia,42439,Thrombocytopenic eczema with immunodeficiency,Diagnosis of Secondary or other Thrombocytopaenia,NA,NA
D013000,Vitamin B12 deficiency anaemia,22715,Combined B12 and folate deficiency anaemia,Diagnosis of Vitamin B12 deficiency anaemia,NA,NA
D013000,Folate deficiency anaemia,22715,Combined B12 and folate deficiency anaemia,Diagnosis of Folate deficiency anaemia,NA,NA
D104211,Sickle-cell anaemia,31075,Sickle-cell thalassaemia,Diagnosis of Sickle-cell anaemia,NA,NA
D104211,Thalassaemia,31075,Sickle-cell thalassaemia,Diagnosis of Thalassaemia,NA,NA
D201612,Aplastic anaemias,61326,Pancytopenia with pancreatitis,Diagnosis of Aplastic anaemias,NA,NA
D201612,Pancreatitis,61326,Pancytopenia with pancreatitis,Diagnosis of Pancreatitis,NA,NA
D212000,Other anaemias,48145,Anaemia in ovarian carcinoma,Diagnosis of Other anaemias,NA,NA
D212000,Primary Malignancy_Ovarian,48145,Anaemia in ovarian carcinoma,History of Primary Malignancy_Ovarian,NA,NA
D213.00,Myelodysplastic syndromes,16052,Refractory Anaemia,Diagnosis of Myelodysplastic syndromes,NA,NA
D213.00,Other anaemias,16052,Refractory Anaemia,Diagnosis of Other anaemias,NA,NA
E001300,Dementia,27677,Presenile dementia with depression,Diagnosis of Dementia,readcode,Kuan and Cambridge
E001300,Depression,27677,Presenile dementia with depression,Diagnosis of Depression,readcode,Kuan and Cambridge
E002100,Dementia,21887,Senile dementia with depression,Diagnosis of Dementia,readcode,Kuan and Cambridge
E002100,Depression,21887,Senile dementia with depression,Diagnosis of Depression,readcode,Kuan and Cambridge
E004300,Dementia,43292,Arteriosclerotic dementia with depression,Diagnosis of Dementia,readcode,Kuan and Cambridge
E004300,Depression,43292,Arteriosclerotic dementia with depression,Diagnosis of Depression,readcode,Kuan and Cambridge
E011100,Alcohol Problems,11106,Korsakov's alcoholic psychosis with peripheral neuritis,Diagnosis of Alcohol Problems,readcode,Kuan and Cambridge
E011100,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),11106,Korsakov's alcoholic psychosis with peripheral neuritis,Diagnosis of peripheral neuropathy,NA,NA
E012.00,Alcohol Problems,54505,Other alcoholic dementia,Diagnosis of Alcohol Problems,readcode,Kuan and Cambridge
E012.00,Dementia,54505,Other alcoholic dementia,NA,readcode,Cambridge
E012.11,Alcohol Problems,27342,Alcoholic dementia NOS,Diagnosis of Alcohol Problems,NA,Kuan
E012.11,Dementia,27342,Alcoholic dementia NOS,NA,readcode,Cambridge
E200300,Anxiety disorders,655,Anxiety with depression,Diagnosis of Anxiety disorders,readcode,Kuan and Cambridge
E200300,Depression,655,Anxiety with depression,Diagnosis of Depression,readcode,Kuan and Cambridge
E203.00,Anxiety disorders,3208,Obsessive-compulsive disorders,NA,readcode,Cambridge
E203.00,Obsessive-compulsive disorder,3208,Obsessive-compulsive disorders,Diagnosis of Obsessive-compulsive disorder,NA,NA
E203000,Anxiety disorders,5678,Compulsive neurosis,NA,readcode,Cambridge
E203000,Obsessive-compulsive disorder,5678,Compulsive neurosis,Diagnosis of Obsessive-compulsive disorder,NA,NA
E203100,Anxiety disorders,2030,Obsessional neurosis,NA,readcode,Cambridge
E203100,Obsessive-compulsive disorder,2030,Obsessional neurosis,Diagnosis of Obsessive-compulsive disorder,NA,NA
E203z00,Anxiety disorders,15566,Obsessive-compulsive disorder NOS,NA,readcode,Cambridge
E203z00,Obsessive-compulsive disorder,15566,Obsessive-compulsive disorder NOS,Diagnosis of Obsessive-compulsive disorder,NA,NA
E205.00,Anxiety disorders,3361,Neurasthenia - nervous debility,NA,readcode,Cambridge
E205.00,"Postviral fatigue syndrome, neurasthenia and fibromyalgia",3361,Neurasthenia - nervous debility,"Diagnosis of Postviral fatigue syndrome, neurasthenia and fibromyalgia",NA,NA
E21..00,Anxiety disorders,2076,Personality disorders,NA,readcode,Cambridge
E21..00,Personality disorders,2076,Personality disorders,Diagnosis of Personality disorders,NA,NA
E210.00,Anxiety disorders,5652,Paranoid personality disorder,NA,readcode,Cambridge
E210.00,Personality disorders,5652,Paranoid personality disorder,Diagnosis of Personality disorders,NA,NA
E211200,Anxiety disorders,10455,Depressive personality disorder,NA,readcode,Cambridge
E211200,Depression,10455,Depressive personality disorder,NA,readcode,Cambridge
E250000,Alcohol Problems,669,"Nondependent alcohol abuse, unspecified",NA,readcode,Cambridge
E250000,Other psychoactive substance misuse,669,"Nondependent alcohol abuse, unspecified",NA,readcode,Cambridge
Eu02300,Dementia,9509,[X]Dementia in Parkinson's disease,NA,readcode,Cambridge
Eu02300,Parkinson's disease,9509,[X]Dementia in Parkinson's disease,History of Parkinson's disease,NA,Kuan
Eu02400,HIV,41185,[X]Dementia in human immunodef virus [HIV] disease,Diagnosis of HIV,NA,NA
Eu02400,Dementia,41185,[X]Dementia in human immunodef virus [HIV] disease,NA,readcode,Cambridge
Eu10500,Alcohol Problems,12353,[X]Mental & behav dis due to use alcohol: psychotic disorder,Diagnosis of Alcohol Problems,readcode,Kuan and Cambridge
Eu10500,Other psychoactive substance misuse,12353,[X]Mental & behav dis due to use alcohol: psychotic disorder,NA,readcode,Cambridge
Eu10711,Alcohol Problems,26323,[X]Alcoholic dementia NOS,Diagnosis of Alcohol Problems,NA,Kuan
Eu10711,Dementia,26323,[X]Alcoholic dementia NOS,NA,readcode,Cambridge
Eu20400,"Schizophrenia, schizotypal and delusional disorders",20785,[X]Post-schizophrenic depression,"Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
Eu20400,Depression,20785,[X]Post-schizophrenic depression,Diagnosis of Depression,NA,Kuan
Eu25100,"Schizophrenia, schizotypal and delusional disorders",11055,"[X]Schizoaffective disorder, depressive type","Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
Eu25100,Depression,11055,"[X]Schizoaffective disorder, depressive type",Diagnosis of Depression,NA,Kuan
Eu25111,"Schizophrenia, schizotypal and delusional disorders",35274,"[X]Schizoaffective psychosis, depressive type","Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
Eu25111,Depression,35274,"[X]Schizoaffective psychosis, depressive type",Diagnosis of Depression,NA,Kuan
Eu25112,"Schizophrenia, schizotypal and delusional disorders",41022,"[X]Schizophreniform psychosis, depressive type","Diagnosis of Schizophrenia, schizotypal and delusional disorders",NA,NA
Eu25112,Depression,41022,"[X]Schizophreniform psychosis, depressive type",Diagnosis of Depression,NA,Kuan
Eu33213,Bipolar affective disorder and mania,29451,"[X]Manic-depress psychosis,depressd,no psychotic symptoms",Diagnosis of Bipolar affective disorder and mania,NA,NA
Eu33213,Depression,29451,"[X]Manic-depress psychosis,depressd,no psychotic symptoms",Diagnosis of Depression,NA,Kuan
Eu33312,Bipolar affective disorder and mania,28677,"[X]Manic-depress psychosis,depressed type+psychotic symptoms",Diagnosis of Bipolar affective disorder and mania,NA,NA
Eu33312,Depression,28677,"[X]Manic-depress psychosis,depressed type+psychotic symptoms",Diagnosis of Depression,NA,Kuan
Eu34111,Anxiety disorders,8584,[X]Depressive neurosis,Diagnosis of Anxiety disorders,NA,Kuan
Eu34111,Depression,8584,[X]Depressive neurosis,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu34113,Anxiety disorders,7737,[X]Neurotic depression,Diagnosis of Anxiety disorders,NA,Kuan
Eu34113,Depression,7737,[X]Neurotic depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu34114,Anxiety disorders,15220,[X]Persistant anxiety depression,Diagnosis of Anxiety disorders,NA,Kuan
Eu34114,Depression,15220,[X]Persistant anxiety depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu41200,Anxiety disorders,11913,[X]Mixed anxiety and depressive disorder,Diagnosis of Anxiety disorders,readcode,Kuan and Cambridge
Eu41200,Depression,11913,[X]Mixed anxiety and depressive disorder,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu41211,Anxiety disorders,7749,[X]Mild anxiety depression,Diagnosis of Anxiety disorders,NA,Kuan
Eu41211,Depression,7749,[X]Mild anxiety depression,Diagnosis of Depression,readcode,Kuan and Cambridge
Eu42.00,Anxiety disorders,5304,[X]Obsessive - compulsive disorder,NA,readcode,Cambridge
Eu42.00,Obsessive-compulsive disorder,5304,[X]Obsessive - compulsive disorder,Diagnosis of Obsessive-compulsive disorder,NA,NA
Eu42000,Anxiety disorders,20634,[X]Predominantly obsessional thoughts or ruminations,NA,readcode,Cambridge
Eu42000,Obsessive-compulsive disorder,20634,[X]Predominantly obsessional thoughts or ruminations,Diagnosis of Obsessive-compulsive disorder,NA,NA
Eu42100,Anxiety disorders,22019,[X]Predominantly compulsive acts [obsessional rituals],NA,readcode,Cambridge
Eu42100,Obsessive-compulsive disorder,22019,[X]Predominantly compulsive acts [obsessional rituals],Diagnosis of Obsessive-compulsive disorder,NA,NA
Eu42200,Anxiety disorders,18399,[X]Mixed obsessional thoughts and acts,NA,readcode,Cambridge
Eu42200,Obsessive-compulsive disorder,18399,[X]Mixed obsessional thoughts and acts,Diagnosis of Obsessive-compulsive disorder,NA,NA
Eu42y00,Anxiety disorders,38809,[X]Other obsessive-compulsive disorders,NA,readcode,Cambridge
Eu42y00,Obsessive-compulsive disorder,38809,[X]Other obsessive-compulsive disorders,Diagnosis of Obsessive-compulsive disorder,NA,NA
Eu42z00,Anxiety disorders,22721,"[X]Obsessive-compulsive disorder, unspecified",NA,readcode,Cambridge
Eu42z00,Obsessive-compulsive disorder,22721,"[X]Obsessive-compulsive disorder, unspecified",Diagnosis of Obsessive-compulsive disorder,NA,NA
Eu46000,Anxiety disorders,16561,[X]Neurasthenia,NA,readcode,Cambridge
Eu46000,"Postviral fatigue syndrome, neurasthenia and fibromyalgia",16561,[X]Neurasthenia,"Diagnosis of Postviral fatigue syndrome, neurasthenia and fibromyalgia",NA,NA
Eu84112,Autism and Asperger's syndrome,34174,[X]Mental retardation with autistic features,Diagnosis of Autism and Asperger's syndrome,NA,NA
Eu84112,Intellectual disability,34174,[X]Mental retardation with autistic features,Diagnosis of Intellectual disability,readcode,Kuan and Cambridge
Eu84400,Hyperkinetic disorders,52602,[X]Overactive disorder assoc mental retard/stereotype movts,Diagnosis of Hyperkinetic disorders,NA,NA
Eu84400,Intellectual disability,52602,[X]Overactive disorder assoc mental retard/stereotype movts,Diagnosis of Intellectual disability,readcode,Kuan and Cambridge
F171100,Disorders of autonomic nervous system,17067,Autonomic neuropathy due to diabetes,Diagnosis of autonomic neuropathy,NA,NA
F171100,Diabetic neurological complications,17067,Autonomic neuropathy due to diabetes,Diagnosis of diabetic neurological complications,NA,NA
F25B.00,Alcohol Problems,30604,Alcohol-induced epilepsy,Diagnosis of Alcohol Problems,NA,Kuan
F25B.00,Epilepsy,30604,Alcohol-induced epilepsy,Diagnosis of Epilepsy,readcode,Kuan and Cambridge
F345000,Diabetic neurological complications,44033,Diabetic mononeuritis multiplex,Diagnosis of diabetic neurological complications,NA,NA
F345000,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),44033,Diabetic mononeuritis multiplex,Diagnosis of peripheral neuropathy,NA,NA
F35z000,Diabetic neurological complications,17247,Diabetic mononeuritis NOS,Diagnosis of diabetic neurological complications,NA,NA
F35z000,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),17247,Diabetic mononeuritis NOS,Diagnosis of peripheral neuropathy,NA,NA
F371000,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),44095,Polyneuropathy in disseminated lupus erythematosus,Diagnosis of peripheral neuropathy,NA,NA
F371000,Lupus erythematosus (local and systemic),44095,Polyneuropathy in disseminated lupus erythematosus,Diagnosis of Lupus erythematosus (local and systemic),NA,NA
F371200,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),62401,Polyneuropathy in rheumatoid arthritis,Diagnosis of peripheral neuropathy,NA,NA
F371200,Rheumatoid Arthritis,62401,Polyneuropathy in rheumatoid arthritis,Diagnosis of Rheumatoid Arthritis,NA,NA
F372.00,Diabetic neurological complications,31790,Polyneuropathy in diabetes,Diagnosis of diabetic neurological complications,NA,NA
F372.00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),31790,Polyneuropathy in diabetes,Diagnosis of peripheral neuropathy,NA,NA
F372.11,Diabetic neurological complications,5002,Diabetic polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
F372.11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),5002,Diabetic polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
F372.11,Diabetes,5002,Diabetic polyneuropathy,NA,readcode,Cambridge
F372.12,Diabetic neurological complications,2342,Diabetic neuropathy,Diagnosis of diabetic neurological complications,NA,NA
F372.12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2342,Diabetic neuropathy,Diagnosis of peripheral neuropathy,NA,NA
F372.12,Diabetes,2342,Diabetic neuropathy,NA,readcode,Cambridge
F372000,Diabetic neurological complications,48078,Acute painful diabetic neuropathy,Diagnosis of diabetic neurological complications,NA,NA
F372000,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),48078,Acute painful diabetic neuropathy,Diagnosis of peripheral neuropathy,NA,NA
F372100,Diabetic neurological complications,35785,Chronic painful diabetic neuropathy,Diagnosis of diabetic neurological complications,NA,NA
F372100,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),35785,Chronic painful diabetic neuropathy,Diagnosis of peripheral neuropathy,NA,NA
F372200,Diabetic neurological complications,24571,Asymptomatic diabetic neuropathy,Diagnosis of diabetic neurological complications,NA,NA
F372200,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24571,Asymptomatic diabetic neuropathy,Diagnosis of peripheral neuropathy,NA,NA
F374900,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),40751,Polyneuropathy in sarcoidosis,Diagnosis of peripheral neuropathy,NA,NA
F374900,Sarcoidosis,40751,Polyneuropathy in sarcoidosis,Diagnosis of Sarcoidosis,NA,NA
F375.00,Alcohol Problems,2925,Alcoholic polyneuropathy,Diagnosis of Alcohol Problems,NA,Kuan
F375.00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),2925,Alcoholic polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
F381300,Diabetic neurological complications,39420,Myasthenic syndrome due to diabetic amyotrophy,History of diabetic neurological complications,NA,NA
F381300,Diabetes,39420,Myasthenic syndrome due to diabetic amyotrophy,NA,readcode,Cambridge
F381311,Diabetic neurological complications,2340,Diabetic amyotrophy,Diagnosis of diabetic neurological complications,NA,NA
F381311,Diabetes,2340,Diabetic amyotrophy,NA,readcode,Cambridge
F3y0.00,Diabetic neurological complications,37315,Diabetic mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
F3y0.00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),37315,Diabetic mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
F3y0.00,Diabetes,37315,Diabetic mononeuropathy,NA,readcode,Cambridge
F404200,Visual impairment and blindness,37086,Blind hypertensive eye,Diagnosis of blindness,readcode,Kuan and Cambridge
F404200,Hypertension,37086,Blind hypertensive eye,Hypertension (3),NA,Kuan
F420.00,Diabetic ophthalmic complications,1323,Diabetic retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420.00,Diabetes,1323,Diabetic retinopathy,NA,readcode,Cambridge
F420100,Diabetic ophthalmic complications,3286,Proliferative diabetic retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420100,Diabetes,3286,Proliferative diabetic retinopathy,NA,readcode,Cambridge
F420200,Diabetic ophthalmic complications,2986,Preproliferative diabetic retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420200,Diabetes,2986,Preproliferative diabetic retinopathy,NA,readcode,Cambridge
F420300,Diabetic ophthalmic complications,10099,Advanced diabetic maculopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420300,Diabetes,10099,Advanced diabetic maculopathy,NA,readcode,Cambridge
F420400,Diabetic ophthalmic complications,3837,Diabetic maculopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420400,Diabetes,3837,Diabetic maculopathy,NA,readcode,Cambridge
F420600,Diabetic ophthalmic complications,10755,Non proliferative diabetic retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420600,Diabetes,10755,Non proliferative diabetic retinopathy,NA,readcode,Cambridge
F420700,Diabetic ophthalmic complications,30477,High risk proliferative diabetic retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420700,Diabetes,30477,High risk proliferative diabetic retinopathy,NA,readcode,Cambridge
F420800,Diabetic ophthalmic complications,65463,High risk non proliferative diabetic retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
F420800,Diabetes,65463,High risk non proliferative diabetic retinopathy,NA,readcode,Cambridge
F420z00,Diabetic ophthalmic complications,11626,Diabetic retinopathy NOS,Diagnosis of diabetic ophthalmic complications,NA,NA
F420z00,Diabetes,11626,Diabetic retinopathy NOS,NA,readcode,Cambridge
Fy1..00,Visual impairment and blindness,103907,Combined visual and hearing impairment,Diagnosis of blindness,NA,Kuan
Fy1..00,Hearing loss,103907,Combined visual and hearing impairment,Diagnosis of Hearing loss,NA,Kuan
G210100,Heart failure,72668,Malignant hypertensive heart disease with CCF,Diagnosis of Heart failure,NA,Kuan
G210100,Hypertension,72668,Malignant hypertensive heart disease with CCF,Hypertension (3),NA,Kuan
G211100,Heart failure,52127,Benign hypertensive heart disease with CCF,Diagnosis of Heart failure,NA,Kuan
G211100,Hypertension,52127,Benign hypertensive heart disease with CCF,Hypertension (3),NA,Kuan
G21z100,Heart failure,62718,Hypertensive heart disease NOS with CCF,Diagnosis of Heart failure,NA,Kuan
G21z100,Hypertension,62718,Hypertensive heart disease NOS with CCF,Hypertension (3),NA,Kuan
G232.00,Heart failure,21837,Hypertensive heart&renal dis wth (congestive) heart failure,Diagnosis of Heart failure,readcode,Kuan and Cambridge
G232.00,Hypertension,21837,Hypertensive heart&renal dis wth (congestive) heart failure,Hypertension (3),NA,Kuan
G234.00,Heart failure,57987,Hyperten heart&renal dis+both(congestv)heart and renal fail,Diagnosis of Heart failure,readcode,Kuan and Cambridge
G234.00,Hypertension,57987,Hyperten heart&renal dis+both(congestv)heart and renal fail,Hypertension (3),NA,Kuan
G33z500,Myocardial infarction,9555,Post infarct angina,History of MI (1),NA,NA
G33z500,Stable angina,9555,Post infarct angina,Stable angina (4),NA,NA
G343.00,Other Cardiomyopathy,7320,Ischaemic cardiomyopathy,Diagnosis of Other Cardiomyopathy,NA,NA
G343.00,Coronary heart disease not otherwise specified,7320,Ischaemic cardiomyopathy,Diagnosed (3),NA,NA
G554000,Dilated cardiomyopathy,5141,Congestive cardiomyopathy,Diagnosis of Dilated cardiomyopathy,NA,NA
G554000,Heart failure,5141,Congestive cardiomyopathy,Diagnosis of Heart failure,NA,Kuan
G555.00,Alcohol Problems,4915,Alcoholic cardiomyopathy,Diagnosis of Alcohol Problems,NA,Kuan
G555.00,Dilated cardiomyopathy,4915,Alcoholic cardiomyopathy,Diagnosis of Dilated cardiomyopathy,NA,NA
G557500,Other Cardiomyopathy,20035,Thyrotoxic heart disease,Diagnosis of Other Cardiomyopathy,NA,NA
G557500,Hypo or hyperthyroidism,20035,Thyrotoxic heart disease,History of Hypo or hyperthyroidism,NA,Kuan
G852200,"Liver fibrosis, sclerosis and cirrhosis",26319,Oesophageal varices in cirrhosis of the liver,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
G852200,Oesophageal varices,26319,Oesophageal varices in cirrhosis of the liver,Diagnosis of Oesophageal varices,NA,NA
G852300,Alcohol Problems,8363,Oesophageal varices in alcoholic cirrhosis of the liver,Diagnosis of Alcohol Problems,NA,Kuan
G852300,"Liver fibrosis, sclerosis and cirrhosis",8363,Oesophageal varices in alcoholic cirrhosis of the liver,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
G852300,Alcoholic liver disease,8363,Oesophageal varices in alcoholic cirrhosis of the liver,Diagnosis of Alcoholic liver disease,NA,NA
G852300,Oesophageal varices,8363,Oesophageal varices in alcoholic cirrhosis of the liver,Diagnosis of Oesophageal varices,NA,NA
Gyu1100,Nonrheumatic aortic valve disorders,94521,[X]Other rheumatic aortic valve diseases,Diagnosis of Nonrheumatic aortic valve disorders,NA,NA
Gyu1100,Rheumatic valve dz,94521,[X]Other rheumatic aortic valve diseases,Diagnosis of Rheumatic valve dz,NA,NA
H11y.11,Nasal polyp,19742,Nasal sinus polyps,Diagnosis of Nasal polyp,NA,NA
H11y.11,Chronic sinusitis,19742,Nasal sinus polyps,NA,readcode,Cambridge
H11y100,Nasal polyp,11744,Polyp of ethmoidal sinus,Diagnosis of Nasal polyp,NA,NA
H11y100,Chronic sinusitis,11744,Polyp of ethmoidal sinus,NA,readcode,Cambridge
H11y200,Nasal polyp,35897,Polyp of maxillary sinus,Diagnosis of Nasal polyp,NA,NA
H11y200,Chronic sinusitis,35897,Polyp of maxillary sinus,NA,readcode,Cambridge
H13..11,Allergic and chronic rhinitis,10546,Chronic rhinosinusitis,Diagnosis of Allergic and chronic rhinitis,NA,NA
H13..11,Chronic sinusitis,10546,Chronic rhinosinusitis,Diagnosis of Chronic sinusitis,readcode,Kuan and Cambridge
H17..12,Allergic and chronic rhinitis,18572,Allergic rhinosinusitis,Diagnosis of Allergic and chronic rhinitis,NA,NA
H17..12,Chronic sinusitis,18572,Allergic rhinosinusitis,Diagnosis of Chronic sinusitis,NA,Kuan
H312000,Asthma,5798,Chronic asthmatic bronchitis,Diagnosis of Asthma,readcode,Kuan and Cambridge
H312000,COPD,5798,Chronic asthmatic bronchitis,Diagnosis of COPD,readcode,Kuan and Cambridge
H330.00,Asthma,7146,Extrinsic (atopic) asthma,Diagnosis of Asthma,readcode,Kuan and Cambridge
H330.00,Dermatitis (atopc/contact/other/unspecified),7146,Extrinsic (atopic) asthma,Diagnosis of Dermatitis (atopc/contact/other/unspecified),NA,NA
H330.13,Asthma,15248,Hay fever with asthma,Diagnosis of Asthma,readcode,Kuan and Cambridge
H330.13,Allergic and chronic rhinitis,15248,Hay fever with asthma,Diagnosis of Allergic and chronic rhinitis,NA,NA
H330011,Asthma,5627,Hay fever with asthma,Diagnosis of Asthma,readcode,Kuan and Cambridge
H330011,Allergic and chronic rhinitis,5627,Hay fever with asthma,Diagnosis of Allergic and chronic rhinitis,NA,NA
H410.00,Asbestosis,5005,Pleural plaque disease due to asbestosis,History of Asbestosis,NA,NA
H410.00,Pleural plaque,5005,Pleural plaque disease due to asbestosis,Diagnosis of Pleural plaque,NA,NA
H410.11,Asbestosis,100994,Asbestos-induced pleural plaque,History of Asbestosis,NA,NA
H410.11,Pleural plaque,100994,Asbestos-induced pleural plaque,Diagnosis of Pleural plaque,NA,NA
J101100,Gastro-oesophageal reflux disease,2535,Reflux oesophagitis,Diagnosis of Gastro-oesophageal reflux disease,NA,NA
J101100,Oesophagitis and oesophageal ulcer,2535,Reflux oesophagitis,Diagnosis of Oesophagitis and oesophageal ulcer,NA,NA
